@wdata.pco
!
2 51.902023
2.2666667 50.942513
2.5333333 52.02426
2.8 51.921555
3.0666666 51.862785
3.3333333 51.32564
3.6 51.604824
3.8666666 50.475502
4.133333 51.939068
4.4 51.523647
4.6666665 52.12425
4.9333334 51.916294
5.2 51.75493
5.4666667 51.9434
5.733333 51.276264
6 49.9164
6.266667 51.942062
6.5333333 51.932194
6.8 51.853184
7.0666666 51.875397
7.3333335 51.987366
7.6 51.979828
7.866667 51.971794
8.133333 51.97003
8.4 51.969025
8.666667 51.968414
8.933333 51.96734
9.2 51.966675
9.466666 51.966053
9.733334 51.96546
10 51.9649
