@wdata.pco
!
2 65.33123
2.2666667 65.309654
2.5333333 63.847954
2.8 65.05604
3.0666666 65.33185
3.3333333 59.524147
3.6 61.885155
3.8666666 65.31474
4.133333 65.30629
4.4 65.30631
4.6666665 65.30644
4.9333334 65.10789
5.2 64.603004
5.4666667 65.32257
5.733333 65.3176
6 65.31729
6.266667 65.31698
6.5333333 65.18321
6.8 65.208145
7.0666666 65.31299
7.3333335 65.30797
7.6 65.30793
7.866667 65.30778
8.133333 65.30763
8.4 65.30758
8.666667 65.30752
8.933333 65.307465
9.2 65.30741
9.466666 65.30736
9.733334 65.307304
10 65.30725
