@wdata.pco
!
2 141.61752
2.2666667 142.31764
2.5333333 143.72203
2.8 143.21419
3.0666666 143.40996
3.3333333 143.39816
3.6 139.44585
3.8666666 143.5652
4.133333 143.51335
4.4 143.51022
4.6666665 137.707
4.9333334 143.42511
5.2 143.25403
5.4666667 143.39706
5.733333 143.39706
6 143.39703
6.266667 143.39702
6.5333333 143.01924
6.8 140.01447
7.0666666 143.46548
7.3333335 143.44281
7.6 143.43716
7.866667 141.35234
8.133333 141.25478
8.4 141.24834
8.666667 141.24696
8.933333 141.24675
9.2 141.24655
9.466666 141.24637
9.733334 141.2462
10 141.24603
