@wdata.pco
!
2 252.2166
2.2666667 252.11691
2.5333333 247.08157
2.8 252.97069
3.0666666 252.31375
3.3333333 251.83804
3.6 251.46358
3.8666666 251.05176
4.133333 251.83905
4.4 252.81645
4.6666665 252.13765
4.9333334 250.23256
5.2 252.21924
5.4666667 252.05545
5.733333 251.75989
6 252.13141
6.266667 252.06607
6.5333333 252.05673
6.8 251.98604
7.0666666 251.42145
7.3333335 252.59433
7.6 248.24263
7.866667 248.17682
8.133333 248.43913
8.4 248.33481
8.666667 248.32347
8.933333 248.31491
9.2 248.28482
9.466666 248.28299
9.733334 248.28194
10 248.28183
