@wdata.pco
!
2 164.18695
2.2666667 162.85344
2.5333333 162.71732
2.8 162.9893
3.0666666 162.42686
3.3333333 162.86392
3.6 162.50104
3.8666666 162.19456
4.133333 162.18869
4.4 163.06181
4.6666665 162.89041
4.9333334 162.88481
5.2 162.88
5.4666667 162.03558
5.733333 162.59044
6 162.87589
6.266667 162.85373
6.5333333 162.85327
6.8 162.66808
7.0666666 156.88963
7.3333335 162.77655
7.6 162.8966
7.866667 162.8149
8.133333 162.81122
8.4 162.81122
8.666667 162.81122
8.933333 162.81122
9.2 162.81122
9.466666 162.81122
9.733334 162.81122
10 162.81122
