        SRCID      OBS_ID                   RA                  DEC       EP_8_CTS             NAME
            J         10A                    D                    D              E              15A
                                           deg                  deg          count                 
       102975  0670950101   3.565188786151E+01   4.235964272078E+01   3.335880E+02          NGC 891
       102971  0670950101   3.565297437735E+01   4.237502619343E+01   8.772200E+02          NGC 891
       102988  0670950101   3.565479935104E+01   4.236617679973E+01   6.879950E+02          NGC 891
       102965  0670950101   3.566330949968E+01   4.239125914274E+01   6.504580E+02          NGC 891
       103182  0670950101   3.567566607789E+01   4.240072656082E+01   4.553710E+03          NGC 891
       103170  0670950101   3.568626793951E+01   4.241470342575E+01   1.136110E+02          NGC 891
       103941  0603570401   3.577794894335E+01   4.138189716731E+01   8.577070E+01       A 0220+41B
       105678  0652400601   3.695376696141E+01   5.064162627556E-01   7.489680E+01                 
       105368  0042340301   3.775520221076E+01  -4.442872091044E+01   3.115200E+01                 
       105087  0042340301   3.791236547610E+01  -4.452797137056E+01   2.880120E+01          NGC 979
       159933  0302500101   3.986900118614E+01  -3.444611353042E+01   1.171230E+02           FORNAX
       159928  0302500101   3.987320922430E+01  -3.440971752009E+01   1.151350E+02           FORNAX
       159943  0302500101   3.987504396902E+01  -3.441480067118E+01   1.022500E+02           FORNAX
       159945  0302500101   3.987880883428E+01  -3.440221915970E+01   7.405500E+01           FORNAX
       159911  0302500101   3.988531100409E+01  -3.449712144928E+01   1.744620E+02           FORNAX
       159907  0302500101   3.988834799866E+01  -3.444463640476E+01   7.435770E+01           FORNAX
       159924  0302500101   3.989602934908E+01  -3.453534434922E+01   3.428200E+02           FORNAX
       160129  0302500101   3.991036324795E+01  -3.450373475122E+01   2.332240E+02           FORNAX
       160131  0302500101   3.991092227010E+01  -3.438852302319E+01   6.990760E+01           FORNAX
       160144  0302500101   3.991285178373E+01  -3.453920185716E+01   2.013300E+02           FORNAX
       160146  0302500101   3.991446314043E+01  -3.438311686893E+01   1.211650E+02           FORNAX
       160116  0302500101   3.992283834398E+01  -3.441278064492E+01   2.093400E+02           FORNAX
       160114  0302500101   3.992265081400E+01  -3.456034121909E+01   5.804660E+02           FORNAX
       160120  0302500101   3.993033655158E+01  -3.456023539684E+01   3.343570E+02           FORNAX
       160121  0302500101   3.993186766694E+01  -3.451113754642E+01   1.498980E+02           FORNAX
       160149  0302500101   3.993284499092E+01  -3.443788151018E+01   2.782020E+02           FORNAX
       160187  0302500101   3.994489259868E+01  -3.448598128214E+01   6.589810E+01           FORNAX
       160189  0302500101   3.994609780688E+01  -3.441871964873E+01   7.184520E+01           FORNAX
       160155  0302500101   3.995590006847E+01  -3.454302173983E+01   6.268160E+02           FORNAX
       160163  0302500101   3.997477966785E+01  -3.445794479320E+01   1.144380E+02           FORNAX
       160053  0302500101   3.997737503469E+01  -3.436846823735E+01   1.588140E+02           FORNAX
       160057  0302500101   3.998135207089E+01  -3.443174348791E+01   1.187040E+02           FORNAX
       160052  0302500101   3.998502749897E+01  -3.437533739995E+01   1.132500E+02           FORNAX
       160065  0302500101   3.999177008181E+01  -3.447158089422E+01   2.863080E+02           FORNAX
       160066  0302500101   3.999607823305E+01  -3.451797089967E+01   7.797730E+01           FORNAX
       160059  0302500101   3.999653329415E+01  -3.441495722035E+01   7.639170E+01           FORNAX
       160032  0302500101   4.001446925457E+01  -3.435147277686E+01   3.438190E+02           FORNAX
       160096  0302500101   4.003636244558E+01  -3.438959160772E+01   9.687050E+02           FORNAX
       160098  0302500101   4.003680458471E+01  -3.452699457032E+01   3.086480E+02           FORNAX
       160091  0302500101   4.004223311638E+01  -3.443940516883E+01   6.448050E+01           FORNAX
       160107  0302500101   4.004611077068E+01  -3.442078784801E+01   1.057570E+02           FORNAX
       160100  0302500101   4.004682613901E+01  -3.451428969233E+01   2.719470E+02           FORNAX
       160075  0302500101   4.005139975816E+01  -3.448349197493E+01   2.160170E+02           FORNAX
       160077  0302500101   4.005456162850E+01  -3.450848209303E+01   8.692820E+01           FORNAX
       159650  0302500101   4.007874463210E+01  -3.445688170838E+01   1.566270E+02           FORNAX
       159656  0302500101   4.008528229343E+01  -3.440757763150E+01   2.580270E+02           FORNAX
       159658  0553300401   4.008679606051E+01  -8.423459512448E+00   5.673220E+01         NGC 1042
       159652  0302500101   4.008944854224E+01  -3.439695808471E+01   1.725870E+02           FORNAX
        24999  0553300401   4.009182404526E+01  -8.406469864749E+00   6.901640E+01         NGC 1042
        24999  0553300301   4.009226478849E+01  -8.407337796443E+00   4.976790E+01         NGC 1042
        24999  0306230101   4.009288314627E+01  -8.407982369814E+00   7.400120E+01         NGC 1042
       159626  0302500101   4.009405523106E+01  -3.443437110902E+01   6.870270E+01           FORNAX
       159623  0302500101   4.009871234007E+01  -3.435818563954E+01   5.800290E+01           FORNAX
        10333  0553300301   4.010692775137E+01  -8.408225034748E+00   1.922440E+03         NGC 1042
        10333  0093630101   4.010663291591E+01  -8.408223037454E+00   1.135510E+03         NGC 1042
        10333  0306230101   4.010693358652E+01  -8.408377169142E+00   3.276400E+03         NGC 1042
        10333  0553300401   4.010679150002E+01  -8.408282309782E+00   5.775250E+03         NGC 1042
       159686  0302500101   4.011233525194E+01  -3.450644800134E+01   1.408970E+02           FORNAX
        58294  0553300301   4.011708585645E+01  -8.436724368089E+00   3.424180E+01         NGC 1042
       159671  0302500101   4.012109197596E+01  -3.443270216841E+01   7.283440E+01           FORNAX
       159662  0302500101   4.012253821105E+01  -3.440510329468E+01   8.566110E+01           FORNAX
       159664  0302500101   4.012260850789E+01  -3.442014048348E+01   3.167200E+02           FORNAX
       159677  0302500101   4.012481645821E+01  -3.444991291294E+01   9.306950E+01           FORNAX
       159675  0302500101   4.013185796669E+01  -3.446453804164E+01   1.037950E+02           FORNAX
       159575  0302500101   4.013885739459E+01  -3.442067313437E+01   3.136790E+02           FORNAX
       159579  0302500101   4.014039643932E+01  -3.445153695607E+01   1.422600E+03           FORNAX
       159555  0302500101   4.015637337063E+01  -3.440122603855E+01   2.642150E+02           FORNAX
       159833  0553300401   4.025294419423E+01  -8.248791114239E+00   2.485450E+02         NGC 1052
        12550  0093630101   4.025517181841E+01  -8.241666800509E+00   8.426780E+01         NGC 1052
        12550  0553300401   4.025569869834E+01  -8.241634018047E+00   3.177450E+02         NGC 1052
        48401  0111200201   4.061867069359E+01  -3.450749404302E-02   8.571690E+01         NGC 1068
        48401  0111200101   4.061849979804E+01  -3.385837754055E-02   1.137140E+02         NGC 1068
        41605  0111200201   4.067785187061E+01  -5.744456080648E-02   2.818250E+02         NGC 1068
        41605  0111200101   4.067763996243E+01  -5.784709074282E-02   3.362720E+02         NGC 1068
       155048  0301650101   4.543318510201E+01   3.521247532666E+01   4.375920E+01         NGC 1167
       158038  0405090101   4.948274332018E+01  -6.652337280828E+01   1.347910E+02         NGC 1313
         1983  0405090101   4.949034659064E+01  -6.654021654958E+01   7.013500E+02         NGC 1313
         1983  0205230501   4.949100313088E+01  -6.654015897432E+01   8.534200E+01         NGC 1313
         1983  0301860101   4.949022311656E+01  -6.654043921722E+01   1.214650E+02         NGC 1313
         1983  0205230301   4.948959086802E+01  -6.654001131134E+01   7.059520E+01         NGC 1313
         1983  0106860101   4.949023759644E+01  -6.654026277384E+01   1.585100E+02         NGC 1313
         1983  0150280301   4.949014538262E+01  -6.654036983507E+01   5.425200E+01         NGC 1313
         1983  0150280601   4.948995953832E+01  -6.654057674606E+01   4.932050E+01         NGC 1313
         1983  0205230401   4.948955947252E+01  -6.654024012032E+01   6.041640E+01         NGC 1313
         1983  0205230601   4.948969783195E+01  -6.654008764762E+01   5.206210E+01         NGC 1313
         1983  0150280501   4.948994415156E+01  -6.654060029747E+01   5.501250E+01         NGC 1313
         1983  0150281101   4.949022311416E+01  -6.654022186643E+01   5.127240E+01         NGC 1313
       157932  0205230501   4.949441846129E+01  -6.650635829807E+01   4.918660E+01         NGC 1313
       157928  0205230401   4.950916439105E+01  -6.649191938341E+01   2.531270E+02         NGC 1313
       157926  0301860101   4.951730603507E+01  -6.650699520131E+01   6.061670E+02         NGC 1313
        46487  0205230201   4.952167785962E+01  -6.647698609617E+01   5.816350E+01         NGC 1313
         1448  0205230501   4.952237638794E+01  -6.650396670432E+01   2.636840E+02         NGC 1313
         1448  0205230301   4.952242022209E+01  -6.650458491108E+01   3.750620E+02         NGC 1313
         1448  0106860101   4.952241903962E+01  -6.650381514954E+01   5.054730E+02         NGC 1313
         1448  0150280301   4.952213371488E+01  -6.650411695253E+01   1.165380E+02         NGC 1313
         1448  0205230401   4.952163663485E+01  -6.650433544184E+01   2.332710E+02         NGC 1313
         1448  0205230601   4.952092844538E+01  -6.650421996433E+01   1.825110E+02         NGC 1313
         1448  0150280401   4.952311964476E+01  -6.650365648042E+01   9.645170E+01         NGC 1313
         1448  0150280501   4.952238949277E+01  -6.650412749765E+01   1.557360E+02         NGC 1313
         1448  0150281101   4.952132681792E+01  -6.650411056956E+01   1.048160E+02         NGC 1313
         1448  0205230201   4.952318190337E+01  -6.650455207278E+01   7.156300E+01         NGC 1313
         1448  0150280101   4.952203116309E+01  -6.650423405807E+01   6.253680E+01         NGC 1313
       157963  0305720101   4.955644179014E+01   4.187021243802E+01   1.869470E+02         NGC 1265
          901  0205230501   4.957675583725E+01  -6.650096129930E+01   1.312160E+03         NGC 1313
          901  0205230301   4.957712979324E+01  -6.650081721284E+01   1.038150E+03         NGC 1313
          901  0106860101   4.957647909472E+01  -6.650072122618E+01   2.799580E+03         NGC 1313
          901  0150280301   4.957713841530E+01  -6.650066959128E+01   7.085000E+02         NGC 1313
          901  0150280601   4.957687699897E+01  -6.650065969872E+01   5.950620E+02         NGC 1313
          901  0205230401   4.957735657470E+01  -6.650055868892E+01   7.306540E+02         NGC 1313
          901  0205230601   4.957689427191E+01  -6.650091091669E+01   8.625550E+02         NGC 1313
          901  0150280401   4.957753787499E+01  -6.650019755002E+01   3.638700E+02         NGC 1313
          901  0150280501   4.957573856870E+01  -6.650080602300E+01   6.872730E+02         NGC 1313
          901  0150281101   4.957593209207E+01  -6.650087301247E+01   5.637590E+02         NGC 1313
          901  0205230201   4.957747271948E+01  -6.650096483242E+01   3.506680E+02         NGC 1313
          901  0150280101   4.957714002881E+01  -6.650042405915E+01   2.737920E+02         NGC 1313
          901  0150280201   4.957745426312E+01  -6.650016584281E+01   7.593210E+01         NGC 1313
          901  0150280701   4.957673826730E+01  -6.650093278279E+01   3.234100E+02         NGC 1313
         1498  0405090101   4.957823809427E+01  -6.654163855526E+01   7.264450E+02         NGC 1313
         1498  0205230501   4.957857197049E+01  -6.654163026542E+01   1.682530E+02         NGC 1313
         1498  0301860101   4.957787204427E+01  -6.654169705797E+01   2.103210E+02         NGC 1313
         1498  0205230301   4.957871620971E+01  -6.654179461746E+01   1.348890E+02         NGC 1313
         1498  0106860101   4.957794389177E+01  -6.654162970073E+01   1.485920E+02         NGC 1313
         1498  0150280301   4.957787354085E+01  -6.654188477040E+01   1.064600E+02         NGC 1313
         1498  0150280601   4.957774993881E+01  -6.654116619850E+01   4.197290E+01         NGC 1313
         1498  0205230401   4.957684385982E+01  -6.654145114913E+01   1.432330E+02         NGC 1313
         1498  0150280401   4.958225852279E+01  -6.654058780713E+01   2.928350E+01         NGC 1313
         1498  0150280501   4.957821933713E+01  -6.654161879170E+01   1.169430E+02         NGC 1313
         1498  0150281101   4.957765847522E+01  -6.654167289823E+01   7.000250E+01         NGC 1313
         1498  0205230201   4.957803652147E+01  -6.654158684269E+01   7.689780E+01         NGC 1313
          894  0405090101   4.958286479617E+01  -6.648636708840E+01   1.210450E+05         NGC 1313
          894  0301860101   4.958295289695E+01  -6.648631811083E+01   3.719070E+04         NGC 1313
          894  0205230301   4.958346167740E+01  -6.648643132275E+01   2.553000E+04         NGC 1313
          894  0106860101   4.958281513007E+01  -6.648629082112E+01   2.882290E+04         NGC 1313
          894  0150280301   4.958357364179E+01  -6.648623759370E+01   1.358160E+04         NGC 1313
          894  0150280601   4.958306096230E+01  -6.648650740139E+01   1.106950E+04         NGC 1313
          894  0205230401   4.958302702715E+01  -6.648620750205E+01   9.815000E+03         NGC 1313
          894  0205230601   4.958234297484E+01  -6.648623868597E+01   1.141900E+04         NGC 1313
          894  0150280401   4.958367610676E+01  -6.648601252977E+01   6.349570E+03         NGC 1313
          894  0150281101   4.958236626715E+01  -6.648645547407E+01   1.036420E+04         NGC 1313
          894  0205230201   4.958383648292E+01  -6.648659081894E+01   4.399050E+03         NGC 1313
          894  0150280201   4.958326234530E+01  -6.648640061795E+01   1.350810E+03         NGC 1313
          894  0150280701   4.958345629135E+01  -6.648659197654E+01   5.845460E+03         NGC 1313
        29521  0205230501   4.958695811888E+01  -6.650965043495E+01   1.614840E+03         NGC 1313
        29521  0205230601   4.958649548213E+01  -6.650958319091E+01   1.099850E+03         NGC 1313
       158233  0405090101   4.960688734355E+01  -6.654692575893E+01   1.306350E+02         NGC 1313
         2749  0405090101   4.962662418399E+01  -6.652647995076E+01   4.178140E+02         NGC 1313
         2749  0205230501   4.962850907932E+01  -6.652672372837E+01   5.024360E+01         NGC 1313
         2749  0301860101   4.962606578465E+01  -6.652642309909E+01   9.406260E+01         NGC 1313
         2749  0205230301   4.962749417578E+01  -6.652675700541E+01   4.240990E+01         NGC 1313
         2749  0106860101   4.962638557398E+01  -6.652669583706E+01   9.749210E+01         NGC 1313
         2749  0150280301   4.962830071319E+01  -6.652634018046E+01   3.376650E+01         NGC 1313
         2749  0205230401   4.962546194039E+01  -6.652635414338E+01   5.438590E+01         NGC 1313
        13183  0106860101   4.966381093532E+01  -6.648821235959E+01   1.068620E+02         NGC 1313
       158117  0150280601   4.969285323894E+01  -6.648168095757E+01   2.213610E+01         NGC 1313
         4934  0205230501   5.002042402302E+01  -6.670427402235E+01   1.009510E+02        NGC 1313A
         4934  0150280301   5.002132263128E+01  -6.670391279506E+01   7.007960E+01        NGC 1313A
         4934  0205230601   5.001902161709E+01  -6.670291404276E+01   5.176030E+01        NGC 1313A
       158728  0602440101   5.027626984094E+01  -3.710209869831E+01   1.241540E+02         NGC 1310
       158435  0502070201   5.057777141763E+01  -3.721504464461E+01   1.087540E+02         NGC 1316
        26061  0502070201   5.058326549863E+01  -3.722329932983E+01   1.138060E+02         NGC 1316
        26061  0602440101   5.058284717575E+01  -3.722407115122E+01   4.600820E+02         NGC 1316
        52740  0502070201   5.062038271151E+01  -3.721131606192E+01   1.397390E+02         NGC 1316
       158445  0602440101   5.063058731961E+01  -3.722559717705E+01   9.099960E+01         NGC 1316
       156710  0502070201   5.067643652488E+01  -3.712353652157E+01   1.054870E+02         NGC 1317
        37792  0502070201   5.068623792354E+01  -3.724776318504E+01   1.441660E+02         NGC 1316
        53736  0502070201   5.070541985642E+01  -3.726094391791E+01   7.031620E+01         NGC 1316
       156766  0502070201   5.070701615924E+01  -3.709769733824E+01   6.536010E+01         NGC 1317
       156738  0502070201   5.070811180059E+01  -3.714473104478E+01   1.309600E+02         NGC 1316
        58521  0502070201   5.071335154312E+01  -3.713642700379E+01   8.681220E+01         NGC 1316
        17412  0502070201   5.071352790251E+01  -3.716351304096E+01   1.447210E+03         NGC 1316
        17412  0091770101   5.071336170972E+01  -3.716371537308E+01   4.723820E+02         NGC 1316
        57803  0502070201   5.072090321071E+01  -3.712981164511E+01   1.360170E+02         NGC 1316
       156747  0502070201   5.072231930284E+01  -3.725092382832E+01   1.233480E+02         NGC 1316
        17151  0502070201   5.077392653254E+01  -3.718643053240E+01   5.439440E+02         NGC 1316
        17151  0091770101   5.077358659438E+01  -3.718645262899E+01   2.021410E+02         NGC 1316
       157272  0304190101   5.150650128686E+01  -2.133918996559E+01   6.334850E+01                 
       157334  0304190101   5.152348081679E+01  -2.134948486668E+01   1.544000E+02                 
       157101  0502480301   5.208647820413E+01  -3.107305566616E+01   3.367870E+02         NGC 1344
       157109  0502480301   5.209056240084E+01  -3.105543969009E+01   1.288830E+02         NGC 1344
       157161  0502480301   5.210025479145E+01  -3.106497286072E+01   8.654790E+01         NGC 1344
         3330  0151370101   5.333766796312E+01  -3.613747481063E+01   8.286180E+01         NGC 1365
         3330  0205590401   5.333839939642E+01  -3.613773996023E+01   1.974190E+02         NGC 1365
         3330  0505140501   5.333799951156E+01  -3.613763585558E+01   2.526520E+02         NGC 1365
         3330  0205590301   5.333821824846E+01  -3.613751757398E+01   2.047120E+02         NGC 1365
         3330  0151370701   5.333851682378E+01  -3.613726652496E+01   3.591450E+01         NGC 1365
         3330  0505140401   5.333801975036E+01  -3.613768017953E+01   4.821030E+02         NGC 1365
         3330  0505140201   5.333813682208E+01  -3.613750276804E+01   2.942980E+02         NGC 1365
         3330  0151370201   5.333876445438E+01  -3.613770750345E+01   3.796400E+01         NGC 1365
        48275  0205590301   5.334294166536E+01  -3.615152995233E+01   1.604290E+02         NGC 1365
         4170  0205590301   5.334637281065E+01  -3.613143344395E+01   5.003790E+02         NGC 1365
         4170  0205590401   5.334633880724E+01  -3.613150231620E+01   4.629340E+02         NGC 1365
         4170  0151370101   5.334619323022E+01  -3.613137146279E+01   2.519340E+02         NGC 1365
         4170  0151370201   5.334638614181E+01  -3.613184753934E+01   3.567060E+01         NGC 1365
         4170  0505140201   5.334635507263E+01  -3.613157180346E+01   7.691130E+02         NGC 1365
         4170  0505140501   5.334623155476E+01  -3.613155572205E+01   8.525460E+02         NGC 1365
         4170  0505140401   5.334624899135E+01  -3.613151332479E+01   1.567450E+03         NGC 1365
         3508  0205590401   5.334710030099E+01  -3.620048174236E+01   1.335640E+02         NGC 1365
         3508  0151370101   5.334764470182E+01  -3.620044388765E+01   5.608400E+01         NGC 1365
         3508  0205590301   5.334672219505E+01  -3.620099249488E+01   1.640800E+02         NGC 1365
         3508  0151370701   5.334677615019E+01  -3.619981407050E+01   2.733200E+01         NGC 1365
         3508  0505140501   5.334663559487E+01  -3.620065885490E+01   2.175280E+02         NGC 1365
         3508  0505140401   5.334708725845E+01  -3.620069745475E+01   3.018200E+02         NGC 1365
         3508  0505140201   5.334680767108E+01  -3.620050631272E+01   2.179800E+02         NGC 1365
       169925  0505140401   5.334936941001E+01  -3.618074155185E+01   1.129050E+02         NGC 1365
        55515  0205590301   5.335337395573E+01  -3.617890293858E+01   7.141390E+01         NGC 1365
        55515  0505140201   5.335425240088E+01  -3.617940607203E+01   7.690070E+01         NGC 1365
         3437  0505140501   5.335962601049E+01  -3.614660774345E+01   3.520740E+02         NGC 1365
         3437  0505140401   5.335916700635E+01  -3.614696517687E+01   8.560190E+02         NGC 1365
         3437  0151370201   5.335943527856E+01  -3.614683353676E+01   4.279410E+01         NGC 1365
         3437  0505140201   5.335930506398E+01  -3.614672109438E+01   5.292370E+02         NGC 1365
        46234  0151370701   5.336126838918E+01  -3.613753755889E+01   4.285580E+01         NGC 1365
       169798  0505140401   5.336759935237E+01  -3.615557429040E+01   7.566940E+01         NGC 1365
         7510  0505140201   5.337845139499E+01  -3.618509777816E+01   2.130610E+02         NGC 1365
         7510  0505140401   5.337808724487E+01  -3.618515131360E+01   4.866760E+02         NGC 1365
         7510  0505140501   5.337830097406E+01  -3.618528808642E+01   1.805330E+02         NGC 1365
         3875  0151370201   5.338313495005E+01  -3.611222703510E+01   5.786580E+01         NGC 1365
         3875  0505140501   5.338433573459E+01  -3.611175775097E+01   1.706080E+03         NGC 1365
         3129  0505140501   5.339243212266E+01  -3.618404319427E+01   9.052930E+02         NGC 1365
         3129  0151370201   5.339233850423E+01  -3.618388863207E+01   1.622080E+02         NGC 1365
         3129  0205590401   5.339230937980E+01  -3.618403366863E+01   1.328570E+03         NGC 1365
         3129  0151370701   5.339230099334E+01  -3.618374083394E+01   3.271020E+02         NGC 1365
         3129  0151370101   5.339242329162E+01  -3.618394017775E+01   7.770850E+02         NGC 1365
         6058  0205590401   5.339653566224E+01  -3.608298852834E+01   1.046340E+02         NGC 1365
         6058  0505140401   5.339638423286E+01  -3.608306023036E+01   2.244700E+02         NGC 1365
         6058  0505140501   5.339626945357E+01  -3.608309572702E+01   1.182530E+02         NGC 1365
         6058  0151370701   5.339712868609E+01  -3.608303039248E+01   3.033480E+01         NGC 1365
         6058  0505140201   5.339694309963E+01  -3.608298154918E+01   1.428100E+02         NGC 1365
         6058  0205590301   5.339632068859E+01  -3.608383435163E+01   1.345890E+02         NGC 1365
       169835  0205590401   5.340095532258E+01  -3.609922370806E+01   1.648500E+02         NGC 1365
       169845  0151370101   5.340534697239E+01  -3.612280265047E+01   8.181210E+01         NGC 1365
         4294  0151370101   5.340521683781E+01  -3.617384455892E+01   7.118950E+01         NGC 1365
         4294  0505140201   5.340532427701E+01  -3.617384784095E+01   3.243450E+02         NGC 1365
         4294  0505140401   5.340525220565E+01  -3.617386328335E+01   6.268590E+02         NGC 1365
         4294  0505140501   5.340504390330E+01  -3.617380210075E+01   3.494350E+02         NGC 1365
         4294  0151370201   5.340604597863E+01  -3.617403771251E+01   3.364690E+01         NGC 1365
        17826  0151370201   5.340827501314E+01  -3.615967667333E+01   6.150490E+01         NGC 1365
       169412  0301650201   5.340927104348E+01  -5.096763713238E+00   1.040860E+02         NGC 1358
         5589  0505140201   5.341288274799E+01  -3.609059386514E+01   8.314840E+01         NGC 1365
         5589  0505140401   5.341288485186E+01  -3.608983402229E+01   2.319820E+02         NGC 1365
         5589  0205590301   5.341280201355E+01  -3.609023056077E+01   1.432300E+02         NGC 1365
         5589  0505140501   5.341289144842E+01  -3.609013517735E+01   1.535110E+02         NGC 1365
         5589  0205590401   5.341303799874E+01  -3.608984853060E+01   2.278740E+02         NGC 1365
         5589  0151370101   5.341285511988E+01  -3.609010210575E+01   4.566870E+01         NGC 1365
        11355  0505140201   5.341368534160E+01  -3.616710625426E+01   1.895360E+02         NGC 1365
         3277  0151370101   5.341541453047E+01  -3.617637693796E+01   1.395730E+02         NGC 1365
         3277  0151370701   5.341638176152E+01  -3.617630851552E+01   7.381580E+01         NGC 1365
         3277  0505140201   5.341591390291E+01  -3.617674377809E+01   6.358290E+02         NGC 1365
         3277  0505140501   5.341597421776E+01  -3.617646951682E+01   5.859720E+02         NGC 1365
         3277  0505140401   5.341584607953E+01  -3.617668579929E+01   1.131300E+03         NGC 1365
         9396  0151370101   5.341699253618E+01  -3.612370331121E+01   1.508470E+02         NGC 1365
         9396  0151370201   5.341910297306E+01  -3.612420987142E+01   6.086110E+01         NGC 1365
        14106  0505140201   5.342554840295E+01  -3.616315676129E+01   2.895350E+02         NGC 1365
        17987  0505140501   5.343447506971E+01  -3.612150251193E+01   1.332620E+02         NGC 1365
        17987  0505140401   5.343420537824E+01  -3.612146514944E+01   2.760930E+02         NGC 1365
        17987  0505140201   5.343425264990E+01  -3.612175923142E+01   1.519540E+02         NGC 1365
         3374  0151370701   5.343527800365E+01  -3.616696015363E+01   6.620030E+01         NGC 1365
         3374  0505140201   5.343509854893E+01  -3.616638829592E+01   8.173140E+02         NGC 1365
         3374  0505140401   5.343512545956E+01  -3.616600668051E+01   1.458710E+03         NGC 1365
         3374  0505140501   5.343528248474E+01  -3.616643398706E+01   9.816870E+02         NGC 1365
         3374  0151370201   5.343550418629E+01  -3.616627211568E+01   4.600910E+01         NGC 1365
        40084  0505140201   5.343530078053E+01  -3.617156669449E+01   5.037920E+02         NGC 1365
        40084  0505140401   5.343559090711E+01  -3.617128186386E+01   9.126180E+02         NGC 1365
        50616  0505140201   5.345707694774E+01  -3.614500764350E+01   7.828930E+01         NGC 1365
        50616  0205590401   5.345781435780E+01  -3.614466064748E+01   9.079710E+01         NGC 1365
       170347  0210480101   5.410512858765E+01  -3.498827756303E+01   6.478640E+02         NGC 1380
        52052  0055140101   5.463048074952E+01  -3.540382246664E+01   1.477350E+02         NGC 1399
       174455  0055140101   5.503606943867E+01  -3.563008450932E+01   2.000070E+02        NGC 1427A
       174452  0404750101   5.504235335033E+01  -1.854932929356E+01   7.824420E+01         NGC 1407
       174436  0055140101   5.505122925527E+01  -3.562807914208E+01   8.996390E+02        NGC 1427A
       174439  0404750101   5.505535137328E+01  -1.855801769512E+01   1.488390E+02         NGC 1407
       174434  0404750101   5.506030592613E+01  -1.854486865773E+01   9.866560E+01         NGC 1407
       174491  0404750101   5.507556031531E+01  -1.859980128467E+01   1.231310E+02         NGC 1407
       172357  0550930501   5.556593560608E+01  -3.539049128147E+01   5.410750E+01         NGC 1427
       172366  0550930501   5.557805906435E+01  -3.537751394278E+01   1.214200E+02         NGC 1427
        21736  0206890201   5.628959003339E+01   6.814918233267E+01   9.588270E+01           IC 342
        21736  0206890101   5.628833997777E+01   6.814854419568E+01   1.137070E+02           IC 342
        18013  0206890201   5.629290812317E+01   6.804212615863E+01   9.853450E+02           IC 342
        18013  0206890401   5.629321656629E+01   6.804193032768E+01   3.875570E+02           IC 342
       172940  0206890201   5.633918865893E+01   6.812106297107E+01   4.427980E+01           IC 342
       172942  0206890101   5.634179971720E+01   6.811369590074E+01   3.444990E+01           IC 342
       172938  0206890201   5.635712621548E+01   6.802743309638E+01   4.271140E+01           IC 342
       173155  0206890201   5.636967720707E+01   6.818433821784E+01   4.549850E+01           IC 342
        11096  0206890201   5.639132645218E+01   6.798699437198E+01   2.790270E+02           IC 342
        11096  0206890101   5.639198630234E+01   6.798658217906E+01   3.041810E+02           IC 342
        11096  0206890401   5.639267724507E+01   6.798697389740E+01   8.273590E+01           IC 342
        11096  0093640901   5.639185744731E+01   6.798622331334E+01   1.036560E+02           IC 342
        37693  0206890201   5.640542340987E+01   6.812615334210E+01   8.122720E+01           IC 342
        37693  0206890101   5.640464979580E+01   6.812582531130E+01   5.195740E+01           IC 342
       173134  0206890201   5.640677624503E+01   6.811174873839E+01   4.093830E+01           IC 342
        10402  0206890201   5.641660540768E+01   6.805264400479E+01   1.637680E+03           IC 342
        10402  0206890101   5.641696853723E+01   6.805251973357E+01   9.563540E+02           IC 342
        10402  0206890401   5.641730089359E+01   6.805253344068E+01   3.959740E+02           IC 342
        10402  0093640901   5.641677756556E+01   6.805260404261E+01   3.824430E+02           IC 342
        19478  0206890201   5.644837261692E+01   6.809682646459E+01   9.779380E+01           IC 342
        19478  0206890101   5.644808997812E+01   6.809617580626E+01   9.870960E+01           IC 342
        10328  0206890201   5.648167103760E+01   6.808214723356E+01   1.591390E+04           IC 342
        10328  0206890101   5.648173030865E+01   6.808201451080E+01   2.944130E+04           IC 342
        10328  0206890401   5.648185116414E+01   6.808219298740E+01   1.388860E+04           IC 342
        10328  0093640901   5.648112116663E+01   6.808198818455E+01   4.787030E+03           IC 342
       173191  0206890201   5.648208474097E+01   6.800566574217E+01   7.051570E+01           IC 342
        19466  0206890201   5.648418726233E+01   6.799067513030E+01   8.165880E+01           IC 342
        19466  0206890101   5.648598882940E+01   6.799045106664E+01   1.343610E+02           IC 342
        19466  0093640901   5.648487354878E+01   6.799029796758E+01   5.561800E+01           IC 342
        10494  0206890201   5.649845037118E+01   6.809396875901E+01   1.051850E+03           IC 342
        10494  0206890101   5.649823380816E+01   6.809371279601E+01   8.648290E+02           IC 342
        10494  0093640901   5.649731599810E+01   6.809386840391E+01   3.170180E+02           IC 342
        45773  0206890201   5.652248319286E+01   6.819895195693E+01   6.877150E+01           IC 342
        10613  0206890201   5.652754850607E+01   6.817482797152E+01   4.622280E+02           IC 342
        10613  0206890101   5.652627236264E+01   6.817486088101E+01   2.578270E+02           IC 342
        10613  0206890401   5.652724465295E+01   6.817487244642E+01   1.285660E+02           IC 342
        10613  0093640901   5.652657226218E+01   6.817506403296E+01   7.740200E+01           IC 342
        10388  0206890201   5.656595234933E+01   6.818684967445E+01   9.929440E+03           IC 342
        10388  0206890101   5.656520166338E+01   6.818685186659E+01   2.900120E+04           IC 342
        10388  0206890401   5.656536015789E+01   6.818701678062E+01   3.054270E+03           IC 342
