        SRCID      OBS_ID                   RA                  DEC       EP_8_CTS             NAME
            J         10A                    D                    D              E              15A
                                           deg                  deg          count                 
         7352  0112520901   1.247924518083E+02   7.077798694931E+01   1.190230E+02      HOLMBERG II
         7352  0112520601   1.247924918862E+02   7.077798250570E+01   1.637630E+02      HOLMBERG II
         7352  0112520701   1.247911603713E+02   7.077808348277E+01   7.773650E+01      HOLMBERG II
        21321  0561580401   1.247955104207E+02   7.067611134111E+01   1.408430E+02      HOLMBERG II
         6996  0561580401   1.248708335351E+02   7.070537193097E+01   5.426940E+04      HOLMBERG II
         6996  0200470101   1.248708412334E+02   7.070534447836E+01   2.132080E+05      HOLMBERG II
         6996  0112520901   1.248708257978E+02   7.070518135109E+01   6.067170E+03      HOLMBERG II
         6996  0112520601   1.248707707675E+02   7.070527505028E+01   3.490870E+04      HOLMBERG II
         6996  0112520701   1.248707318031E+02   7.070536849584E+01   1.699500E+04      HOLMBERG II
        69762  0505930301   1.249595741566E+02   2.098357319684E+01   4.715240E+01         NGC 2560
        27999  0108860501   1.249703052206E+02   2.098562449627E+01   8.495130E+01         NGC 2560
        75939  0505930301   1.253441853981E+02   2.091341477729E+01   1.632310E+02         NGC 2570
        49055  0149160101   1.283199890789E+02  -2.297342854224E+01   3.850500E+01         NGC 2613
       306140  0149160201   1.283801445298E+02  -2.298084985254E+01   5.053260E+01         NGC 2613
       305057  0112620101   1.305902928109E+02   7.096614114395E+01   2.234520E+02                 
       309075  0605950101   1.309005874788E+02  -7.894227226613E+01   1.284090E+02                 
        46442  0025541701   1.320343152488E+02   7.408066352955E+01   6.500130E+01         NGC 2633
        22268  0025541701   1.320434661534E+02   7.409312730656E+01   6.148600E+01         NGC 2633
        22268  0025540401   1.320419689743E+02   7.409354259319E+01   3.920980E+01         NGC 2633
       307489  0671430201   1.331390829322E+02   3.337761785291E+01   1.335250E+02         NGC 2683
       307400  0671430201   1.331893185080E+02   3.343471191134E+01   1.913840E+02         NGC 2683
        14633  0679380701   1.336974884143E+02   2.021342651827E+01   3.423380E+01          IC 2423
        14633  0300480201   1.337005735884E+02   2.021380837213E+01   3.062260E+01          IC 2423
        14633  0502630201   1.336993821947E+02   2.021377721549E+01   1.454690E+02          IC 2423
        14633  0300480301   1.337004816587E+02   2.021329526984E+01   8.114280E+01          IC 2423
       308112  0301650301   1.337572051977E+02   7.822726053824E+01   5.238240E+01         NGC 2655
       318639  0058940101   1.404082393515E+02   7.512140631490E+01   4.540050E+01                 
       318652  0201440101   1.404468803344E+02   5.100968830381E+01   1.259690E+02         NGC 2841
       318539  0201440101   1.404681498595E+02   5.097759672223E+01   1.026710E+02         NGC 2841
       318028  0201440101   1.405586419833E+02   5.096726535330E+01   1.232610E+02         NGC 2841
       319271  0051590101   1.411368534339E+02  -6.325206822322E+01   4.021690E+01                 
       321754  0026340101   1.451849229941E+02   7.117340183350E+01   1.912360E+02       HOLMBERG I
         8508  0671540501   1.463444267351E+02   9.777456168998E+00   5.074190E+01                 
         8508  0671540301   1.463438639130E+02   9.777897561302E+00   1.146730E+02                 
         8508  0150970101   1.463444064205E+02   9.777912550745E+00   1.895720E+01                 
         8508  0671540601   1.463436022066E+02   9.777773484224E+00   6.358900E+01                 
         8508  0671540401   1.463443372672E+02   9.776681131806E+00   8.141270E+01                 
       319826  0556180401   1.474905380069E+02  -2.500529549244E+01   3.736980E+02                 
       319846  0403070801   1.474926182769E+02  -7.391951991468E+01   8.273690E+01         NGC 3059
       319845  0403070801   1.474929220750E+02  -7.392690163583E+01   4.479190E+01         NGC 3059
       319844  0403070801   1.474945882774E+02  -7.390335526038E+01   6.012440E+01         NGC 3059
       319693  0403070801   1.475689618352E+02  -7.393607266591E+01   9.192500E+01         NGC 3059
       319663  0403070801   1.475796290625E+02  -7.392546756042E+01   2.325500E+02         NGC 3059
       320850  0103260801   1.482865040373E+02   7.866479889273E+00   4.092140E+01                 
       311928  0404240301   1.490851550606E+02   2.722651408910E+01   5.404160E+02          IC 2520
         5377  0200980101   1.493780319103E+02   6.904274527435E+01   5.449220E+02      HOLMBERG IX
         5377  0657802201   1.493779117827E+02   6.904264391326E+01   1.538730E+02      HOLMBERG IX
         5377  0112521101   1.493771409196E+02   6.904295281787E+01   1.838360E+02      HOLMBERG IX
         5377  0112521001   1.493781294888E+02   6.904277908729E+01   1.630660E+02      HOLMBERG IX
         4578  0112521101   1.493952531261E+02   6.927108378961E+01   3.069630E+01         A0952+69
         4578  0112521001   1.493969160558E+02   6.927118563331E+01   4.377760E+01         A0952+69
         4578  0657802001   1.493967947777E+02   6.927084880279E+01   3.201730E+01         A0952+69
         4578  0200980101   1.493974666232E+02   6.927107601686E+01   4.416420E+02         A0952+69
         4578  0657802201   1.493960726002E+02   6.927047119727E+01   5.024440E+01         A0952+69
         4578  0657801801   1.493958108493E+02   6.927086406504E+01   1.829670E+02         A0952+69
         4578  0657801601   1.493995254664E+02   6.927032913150E+01   3.975070E+01         A0952+69
       312776  0204791101   1.499919072211E+02   5.345204631914E+00   6.848800E+01        SEXTANS B
       310735  0204791101   1.500022549316E+02   5.337912287805E+00   4.378130E+01        SEXTANS B
       310704  0204791101   1.500296234205E+02   5.306966810258E+00   1.122590E+02        SEXTANS B
        39326  0204791101   1.500377025097E+02   5.332884405451E+00   1.038940E+02        SEXTANS B
        39326  0204790601   1.500383032733E+02   5.332661283992E+00   4.943960E+01        SEXTANS B
        30058  0147760101   1.503128683186E+02   5.571969968319E+01   2.293010E+02                 
        30058  0110930201   1.503128864914E+02   5.571945624740E+01   6.344030E+02                 
        39233  0147760101   1.504566751874E+02   5.574112265728E+01   4.431390E+01         NGC 3079
        39233  0110930201   1.504568377520E+02   5.574156736791E+01   8.276990E+01         NGC 3079
       310464  0110930201   1.504724038804E+02   5.571044330445E+01   7.815710E+01         NGC 3079
        28555  0110930201   1.505117869959E+02   5.564982429946E+01   5.559600E+02         NGC 3079
        28555  0147760101   1.505119251093E+02   5.564978055488E+01   7.382040E+02         NGC 3079
       311347  0201980101   1.508367543645E+02   6.869499419903E+01   1.105720E+02         NGC 3077
       311334  0201980101   1.508750519246E+02   6.873961850976E+01   5.518280E+01         NGC 3077
       315464  0140550601   1.517928468819E+02   1.264718024649E+01   3.972920E+02                 
       314950  0555870201   1.518629758149E+02   1.227270129762E+01   3.039370E+02           IC 591
       315219  0555870201   1.520512485207E+02   1.228918451959E+01   1.164760E+02            LEO I
       315180  0555870201   1.520549980331E+02   1.229655792062E+01   9.614300E+01            LEO I
       315182  0555870201   1.520563362124E+02   1.230539981791E+01   5.703500E+02            LEO I
       315175  0555870201   1.520568802770E+02   1.232414183763E+01   1.328590E+02            LEO I
       315063  0555870201   1.520682930007E+02   1.227184539579E+01   3.086880E+02            LEO I
       315056  0555870201   1.520745380398E+02   1.229917231580E+01   2.952990E+03            LEO I
       315074  0555870201   1.520811178990E+02   1.232800063227E+01   8.837040E+01            LEO I
       315070  0555870201   1.520848534898E+02   1.233555712279E+01   8.583100E+01            LEO I
       315037  0555870201   1.520878729897E+02   1.225037981096E+01   1.781630E+02            LEO I
       315034  0555870201   1.520977865618E+02   1.229141983858E+01   2.883980E+02            LEO I
       315029  0555870201   1.520975986638E+02   1.229681002217E+01   5.249270E+02            LEO I
       315043  0555870201   1.521053655460E+02   1.227555457584E+01   1.188350E+02            LEO I
       315108  0555870201   1.521082180657E+02   1.231119011000E+01   8.302860E+01            LEO I
       315085  0555870201   1.521445489135E+02   1.227766982386E+01   9.287800E+01            LEO I
       315083  0555870201   1.521498699394E+02   1.230215543084E+01   4.797990E+02            LEO I
       315097  0555870201   1.521593367489E+02   1.232192683478E+01   1.188410E+02            LEO I
       315100  0555870201   1.521677930640E+02   1.229473554755E+01   1.411770E+02            LEO I
       315091  0555870201   1.521705838849E+02   1.234963557258E+01   1.172460E+03            LEO I
       316113  0555870201   1.521845072067E+02   1.231477809973E+01   6.908090E+02            LEO I
       316131  0555870201   1.521922855068E+02   1.233513564773E+01   9.454600E+01            LEO I
       316206  0026340201   1.527528286043E+02  -4.670345923669E+00   2.925150E+01        SEXTANS A
       313586  0405020601   1.543126063822E+02   7.341472962960E+01   1.031950E+02         NGC 3147
       313497  0112552001   1.544056853275E+02   2.169570316180E+01   1.545600E+02         NGC 3185
       314629  0112552001   1.545168193634E+02   2.182621229424E+01   6.413000E+01         NGC 3190
       314639  0028740301   1.545286441867E+02   4.140646075998E+01   6.573350E+01         NGC 3184
       314633  0028740301   1.545345705692E+02   4.139218457794E+01   6.038040E+01         NGC 3184
       314595  0028740301   1.545502156896E+02   4.140601995120E+01   4.631370E+02         NGC 3184
       314614  0028740301   1.545591328500E+02   4.139214398734E+01   8.099090E+01         NGC 3184
       314612  0028740301   1.545717728477E+02   4.139508903197E+01   2.470760E+02         NGC 3184
       314482  0028740301   1.545784333789E+02   4.143218635850E+01   1.141050E+02         NGC 3184
       314494  0028740301   1.545904751607E+02   4.143581935613E+01   2.214760E+02         NGC 3184
       314496  0028740301   1.545956644066E+02   4.146153074464E+01   5.841240E+02         NGC 3184
       314489  0028740301   1.545962875810E+02   4.142014493114E+01   1.316910E+02         NGC 3184
       314492  0028740301   1.545988479534E+02   4.138231302166E+01   6.487120E+01         NGC 3184
       314456  0028740301   1.546115922348E+02   4.141734759597E+01   4.852330E+01         NGC 3184
       314529  0028740301   1.546294964272E+02   4.144533251597E+01   7.967260E+01         NGC 3184
       314527  0028740301   1.546386823469E+02   4.140619393453E+01   7.421160E+01         NGC 3184
       281332  0503630201   1.556431839723E+02   4.384963314969E+01   3.966350E+01                 
       281494  0400270101   1.558560880920E+02   1.991756397912E+01   9.085920E+01         NGC 3226
       281570  0101040301   1.558673715618E+02   1.983212531162E+01   2.022930E+02         NGC 3227
       281562  0101040301   1.558994265864E+02   1.986418521550E+01   2.985670E+02         NGC 3227
       281554  0101040301   1.559073266646E+02   1.984984171125E+01   1.843430E+02         NGC 3227
       281857  0026340301   1.568686680469E+02   6.837622687809E+01   2.672190E+02          IC 2574
        44195  0112810201   1.569800292528E+02  -4.391335371914E+01   1.229360E+02         NGC 3256
       282017  0026340301   1.570088087305E+02   6.838172101636E+01   4.560040E+02          IC 2574
       282011  0026340301   1.570121775785E+02   6.840927574536E+01   1.812030E+02          IC 2574
       282043  0026340301   1.570647445886E+02   6.837029703653E+01   5.763890E+01          IC 2574
       281911  0026340301   1.570806514131E+02   6.846152492283E+01   8.224050E+01          IC 2574
       281949  0026340301   1.571223403278E+02   6.840338697770E+01   3.015930E+02          IC 2574
       279891  0026340301   1.571791642842E+02   6.847114450925E+01   2.556230E+03          IC 2574
       279929  0026340301   1.572133379926E+02   6.840213773905E+01   3.567740E+01          IC 2574
       279927  0026340301   1.572141284739E+02   6.845274712042E+01   7.162430E+01          IC 2574
       279910  0026340301   1.572285757323E+02   6.843074672059E+01   3.535100E+01          IC 2574
       279837  0026340301   1.573254579353E+02   6.846992724148E+01   8.360240E+01          IC 2574
       279814  0301650401   1.573525469025E+02   2.951051485384E+01   1.699800E+02         NGC 3254
       279969  0604890101   1.574883541739E+02  -3.523910178810E+01   1.341860E+02         NGC 3269
       279429  0604890101   1.576295849604E+02  -3.536657691629E+01   6.722690E+02         NGC 3271
       280911  0650591001   1.579870848293E+02  -3.485899995807E+01   2.005080E+02         NGC 3281
       285178  0206180101   1.597420127837E+02   4.167662718326E+01   4.054910E+01         NGC 3319
       284828  0401791201   1.601533476606E+02  -4.632072646299E+01   5.248300E+01                 
       283782  0405240901   1.610602795998E+02   6.761570367152E+00   7.102620E+01         NGC 3356
       276227  0140950601   1.621082597367E+02  -2.517301122780E+01   6.758220E+01         NGC 3393
       275804  0055990201   1.623551901915E+02   3.277484947510E+01   2.842690E+02          IC 2604
       273777  0055990201   1.624969764613E+02   3.298858840694E+01   1.108460E+02         NGC 3396
       279309  0205920601   1.657093507470E+02  -2.359580021828E+01   3.443350E+01                 
       277616  0112630101   1.665633800053E+02  -1.825425467431E+01   9.559940E+01                 
       294415  0071340201   1.683166715368E+02  -2.673991299221E+01   1.137260E+02         NGC 3585
       294740  0071340201   1.683603093372E+02  -2.676658379796E+01   4.157090E+01         NGC 3585
       292290  0099030101   1.692317676393E+02   1.814550247437E+01   4.685770E+01         NGC 3608
       292821  0503600401   1.700525492284E+02   6.724509009574E+01   1.023900E+02         NGC 3622
       292713  0093641101   1.700734899836E+02   1.294548656983E+01   4.569680E+01         NGC 3627
       292677  0093641101   1.700793844221E+02   1.302639169241E+01   4.858840E+01         NGC 3627
       295361  0207380101   1.720115185101E+02   7.899819809432E+01   6.673470E+02        A 1124+79
       295327  0207380101   1.720285629800E+02   7.899043834276E+01   5.520740E+01        A 1124+79
        41305  0672500301   1.729639480833E+02  -3.041287128101E+01   2.472100E+02          IC 2913
       296171  0149900201   1.734810066527E+02   4.906354953699E+01   8.952900E+01           IC 708
       287286  0204650301   1.749343887466E+02   3.194251661875E+01   2.726000E+01         NGC 3788
       287992  0655380101   1.754729994459E+02   1.030161241460E+01   6.064460E+01         NGC 3817
        61869  0602200101   1.759557629439E+02   1.996715976995E+01   4.321630E+02                 
       285960  0602200301   1.762154741223E+02   1.945290908177E+01   5.852600E+01         NGC 3859
        38779  0602010301   1.777414169384E+02  -2.877846954717E+01   5.885820E+02         NGC 3923
        28018  0602010301   1.777502741710E+02  -2.878062289354E+01   2.583480E+02         NGC 3923
        31242  0602010301   1.777758416013E+02  -2.878048701752E+01   3.001390E+03         NGC 3923
       286370  0049340301   1.777820614222E+02   5.507090461776E+01   5.762740E+02         NGC 3921
       286628  0602010301   1.777890594334E+02  -2.877579391289E+01   1.091810E+02         NGC 3923
        33582  0602010301   1.777897814003E+02  -2.880013205559E+01   1.832290E+03         NGC 3923
       286605  0602010301   1.778022704934E+02  -2.879471043126E+01   1.350710E+02         NGC 3923
       290316  0311791401   1.784263399451E+02   5.231136327195E+01   8.362100E+02         NGC 3953
       290183  0311791401   1.784584466910E+02   5.234223761955E+01   1.854360E+02         NGC 3953
       290179  0311791401   1.784696789269E+02   5.229893755105E+01   4.844710E+01         NGC 3953
       290379  0502480401   1.786496623478E+02  -1.396791108228E+01   1.255170E+02         NGC 3962
       290410  0502480401   1.786848186755E+02  -1.398173640648E+01   1.081950E+02         NGC 3962
       291326  0204651201   1.789322744466E+02   5.532067843456E+01   2.254810E+01         NGC 3972
       291394  0301651801   1.789665716593E+02   6.730764875784E+00   4.887690E+01         NGC 3976
       291411  0301651801   1.789758117485E+02   6.730152666225E+00   4.039800E+01         NGC 3976
       291372  0301651801   1.790048892744E+02   6.754745546255E+00   8.138560E+01         NGC 3976
       291069  0090020101   1.793905410210E+02   5.545308968664E+01   4.720330E+01         NGC 3990
       291050  0090020101   1.794049495007E+02   5.545429677451E+01   6.338580E+01         NGC 3990
         1030  0500070301   1.804741915036E+02  -1.888623449795E+01   2.241610E+03         NGC 4038
        18115  0555060501   1.805133574673E+02   2.985013195222E+01   7.523220E+01                 
        18115  0555060301   1.805134998070E+02   2.985042099274E+01   1.546410E+02                 
        47450  0112271001   1.810376421461E+02   2.018232443358E+01   2.850010E+01                 
       355379  0093060101   1.811603126771E+02   1.787876658538E+00   3.956200E+02         NGC 4077
        46369  0112830201   1.825798665601E+02   3.939431120029E+01   2.277630E+02         NGC 4151
        46369  0112830501   1.825794828990E+02   3.939465700082E+01   8.189480E+01         NGC 4151
        28671  0112830201   1.825933331880E+02   3.938806263049E+01   1.676700E+03         NGC 4151
       353850  0112830201   1.826009537540E+02   3.940029176998E+01   7.971150E+01         NGC 4151
       354089  0112190201   1.826363996657E+02   3.938292728483E+01   1.849580E+01         NGC 4151
       354104  0112830201   1.826411927257E+02   3.938121109542E+01   1.690290E+02         NGC 4151
        64434  0402660201   1.828185763495E+02   3.940859411586E+01   1.115930E+02                 
         2049  0112830201   1.828248133485E+02   3.940833894864E+01   5.298570E+02                 
         2049  0402660101   1.828245982665E+02   3.940865582191E+01   8.521840E+01                 
         2049  0112310101   1.828244437015E+02   3.940838436758E+01   1.033410E+02                 
         2049  0143500301   1.828248223957E+02   3.940830098737E+01   3.964500E+01                 
         2049  0112830501   1.828242169279E+02   3.940815410901E+01   1.615470E+02                 
         2049  0402660201   1.828247277909E+02   3.940810736216E+01   6.713360E+01                 
         2049  0112190201   1.828233022012E+02   3.940825599082E+01   1.016190E+02                 
         2049  0143500201   1.828243333132E+02   3.940964374469E+01   3.626880E+01                 
         2049  0657840301   1.828247013438E+02   3.940839055342E+01   4.264140E+01                 
         2049  0143500101   1.828241992914E+02   3.940838645797E+01   3.242160E+01                 
       353604  0301651701   1.830881572094E+02   2.920541763948E+01   2.916660E+02         NGC 4173
       353582  0301651701   1.831114343369E+02   2.918828198570E+01   1.158210E+02         NGC 4173
        15621  0654650101   1.834385576078E+02   3.663171608905E+01   5.136420E+03         NGC 4190
        15621  0654650201   1.834387420389E+02   3.663193344971E+01   1.644480E+04         NGC 4190
        15621  0654650301   1.834386348400E+02   3.663183002859E+01   2.860960E+04         NGC 4190
        57827  0502050201   1.837520652090E+02   1.403859693129E+01   5.398230E+01          IC 3061
        55654  0502050101   1.837656080279E+02   1.403062223466E+01   1.078660E+02          IC 3061
       354192  0035940201   1.838934252745E+02   3.637169298884E+01   1.308840E+02         NGC 4214
       354205  0035940201   1.839094204091E+02   3.634769501408E+01   8.020660E+01         NGC 4214
       354199  0035940201   1.839223915638E+02   3.635403204724E+01   3.740430E+02         NGC 4214
       354161  0035940201   1.839360818941E+02   3.631243488318E+01   5.295450E+01         NGC 4214
       354240  0035940201   1.839550171784E+02   3.636241609477E+01   5.221110E+01         NGC 4214
       358476  0553880301   1.843615970605E+02   3.779627309378E+01   7.037110E+01         NGC 4244
       358475  0553880301   1.843643463958E+02   3.780419863180E+01   5.633500E+01         NGC 4244
        32289  0553880301   1.843663491022E+02   3.778121678387E+01   2.094690E+02         NGC 4244
        32289  0553880201   1.843662952140E+02   3.778150134168E+01   1.930470E+02         NGC 4244
        38088  0553880301   1.843862415937E+02   3.780520002178E+01   8.771560E+01         NGC 4244
        38088  0553880201   1.843858692725E+02   3.780513765994E+01   1.136160E+02         NGC 4244
        42608  0553880301   1.844053619644E+02   3.783577362417E+01   9.802660E+01         NGC 4244
        42608  0553880201   1.844058359732E+02   3.783609692824E+01   6.682990E+01         NGC 4244
        28906  0553880301   1.844261517983E+02   3.783783279894E+01   5.363700E+02         NGC 4244
        28906  0553880201   1.844262049957E+02   3.783777199138E+01   3.815690E+02         NGC 4244
       358781  0204650201   1.844858027236E+02   7.184723914739E+00   4.324200E+01         NGC 4246
       358128  0400560301   1.846301990792E+02   4.732295184113E+01   1.219040E+02         NGC 4258
        57208  0400560301   1.846425540124E+02   4.740144281753E+01   1.025610E+02         NGC 4258
       358198  0400560301   1.846543227752E+02   4.741961549660E+01   8.375150E+01         NGC 4258
        57136  0400560301   1.846763914366E+02   4.739654847101E+01   7.594130E+01         NGC 4258
        57136  0110920101   1.846756166628E+02   4.739577175491E+01   3.362570E+01         NGC 4258
         4120  0059140901   1.846827905303E+02   4.729208694153E+01   6.152290E+02         NGC 4258
         4120  0059140201   1.846826226624E+02   4.729222326785E+01   5.967210E+02         NGC 4258
         4120  0059140401   1.846829651285E+02   4.729223771902E+01   4.116280E+02         NGC 4258
         5219  0400560301   1.846896466587E+02   4.740575274504E+01   2.334560E+03         NGC 4258
         5219  0110920101   1.846895513439E+02   4.740569024913E+01   7.822400E+02         NGC 4258
         5219  0059140901   1.846896384316E+02   4.740561492190E+01   5.272760E+02         NGC 4258
         5219  0059140101   1.846896157989E+02   4.740562333002E+01   4.733400E+02         NGC 4258
         5219  0059140201   1.846894790332E+02   4.740563884614E+01   5.162340E+02         NGC 4258
         5219  0059140401   1.846895657872E+02   4.740560589653E+01   3.959560E+02         NGC 4258
       358056  0147610101   1.846903795599E+02   1.444611823513E+01   9.404100E+01         NGC 4254
         5303  0400560301   1.846917768923E+02   4.738683106648E+01   6.124630E+02         NGC 4258
         5303  0110920101   1.846922055971E+02   4.738662553020E+01   1.762680E+02         NGC 4258
         5303  0059140901   1.846915710302E+02   4.738678454602E+01   1.741320E+02         NGC 4258
         5303  0059140101   1.846914298589E+02   4.738707213909E+01   1.341870E+02         NGC 4258
         5303  0059140201   1.846917049157E+02   4.738668961744E+01   1.504860E+02         NGC 4258
         5303  0059140401   1.846917374316E+02   4.738704415348E+01   8.497480E+01         NGC 4258
         5402  0110920101   1.846931115139E+02   4.724115882143E+01   7.864330E+01         NGC 4258
         5402  0059140901   1.846928205538E+02   4.724146276444E+01   1.290740E+02         NGC 4258
         4375  0059140401   1.846970761522E+02   4.733896499285E+01   1.331050E+02         NGC 4258
         4375  0059140201   1.846970314732E+02   4.733936179228E+01   1.642440E+02         NGC 4258
       358052  0059140901   1.846986012076E+02   4.734853002764E+01   1.577690E+03         NGC 4258
         5353  0400560301   1.847017158275E+02   4.742580134412E+01   4.406540E+02         NGC 4258
         5353  0059140901   1.847020180783E+02   4.742575791046E+01   1.639780E+02         NGC 4258
         5353  0059140101   1.847019306797E+02   4.742582803685E+01   1.186290E+02         NGC 4258
         5353  0059140201   1.847018294352E+02   4.742586636245E+01   1.441950E+02         NGC 4258
         5353  0059140401   1.847029554112E+02   4.742570002826E+01   9.358470E+01         NGC 4258
        19411  0400560301   1.847019232283E+02   4.737385428150E+01   1.614890E+02         NGC 4258
        19411  0110920101   1.847024522382E+02   4.737375675243E+01   9.355720E+01         NGC 4258
        19411  0059140901   1.847022790826E+02   4.737418859000E+01   4.531600E+01         NGC 4258
       358015  0059140901   1.847041421053E+02   4.724701865450E+01   5.047970E+01         NGC 4258
         4154  0059140901   1.847062733590E+02   4.727956612856E+01   1.870660E+02         NGC 4258
         4154  0059140401   1.847057480038E+02   4.727959111544E+01   6.827100E+01         NGC 4258
         4154  0059140201   1.847058285280E+02   4.727956185919E+01   1.721730E+02         NGC 4258
       358031  0147610101   1.847118166747E+02   1.444261341067E+01   1.302340E+02         NGC 4254
       358036  0400560301   1.847120653098E+02   4.741398029251E+01   2.456890E+02         NGC 4258
       358027  0059140901   1.847132533545E+02   4.741948924612E+01   4.124010E+01         NGC 4258
       358029  0147610101   1.847144810428E+02   1.440669032561E+01   9.123450E+01         NGC 4254
       358090  0147610101   1.847192661718E+02   1.443030205436E+01   1.816020E+02         NGC 4254
       358097  0147610101   1.847245517736E+02   1.444843316293E+01   4.955100E+01         NGC 4254
       358069  0147610101   1.847264981574E+02   1.438969180042E+01   3.334240E+01         NGC 4254
         4163  0059140901   1.847280941927E+02   4.728041059293E+01   5.038950E+02         NGC 4258
         4163  0059140401   1.847280959271E+02   4.728057808654E+01   1.794830E+02         NGC 4258
         4163  0059140201   1.847276669588E+02   4.728035211498E+01   3.557670E+02         NGC 4258
       358072  0400560301   1.847280779863E+02   4.723299465654E+01   9.201330E+01         NGC 4258
         7419  0400560301   1.847301105946E+02   4.738387374383E+01   2.851460E+02         NGC 4258
         7419  0110920101   1.847296461278E+02   4.738400475790E+01   8.195340E+01         NGC 4258
         7419  0059140901   1.847301107518E+02   4.738380948009E+01   9.324040E+01         NGC 4258
         7419  0059140101   1.847303896965E+02   4.738340359996E+01   5.623260E+01         NGC 4258
         7419  0059140201   1.847303796599E+02   4.738387801917E+01   6.558210E+01         NGC 4258
        11496  0059140401   1.847316941987E+02   4.734010218194E+01   1.077660E+02         NGC 4258
        11496  0059140201   1.847316562044E+02   4.734027397085E+01   2.695400E+02         NGC 4258
       358065  0147610101   1.847336386526E+02   1.440530666539E+01   1.675110E+03         NGC 4254
        42237  0400560301   1.847336726723E+02   4.725218906231E+01   1.202900E+02         NGC 4258
        42237  0059140201   1.847339903314E+02   4.725215719345E+01   4.339000E+01         NGC 4258
         5241  0400560301   1.847348909198E+02   4.735705799200E+01   1.107050E+03         NGC 4258
         5241  0110920101   1.847348695649E+02   4.735703235441E+01   2.588970E+02         NGC 4258
         5241  0059140901   1.847347930273E+02   4.735688527355E+01   6.721410E+02         NGC 4258
         5241  0059140101   1.847350053027E+02   4.735674300369E+01   8.719270E+01         NGC 4258
         5241  0059140201   1.847345050202E+02   4.735700414780E+01   3.041970E+02         NGC 4258
         5241  0059140401   1.847349707241E+02   4.735705801111E+01   3.515890E+02         NGC 4258
       358083  0147610101   1.847363104639E+02   1.442296271608E+01   5.809830E+01         NGC 4254
         4101  0059140901   1.847412795180E+02   4.726884803083E+01   1.046070E+03         NGC 4258
         4101  0059140201   1.847410300175E+02   4.726874815988E+01   7.573320E+02         NGC 4258
         4101  0059140401   1.847409392077E+02   4.726876420427E+01   7.024320E+02         NGC 4258
        48999  0059140901   1.847562151372E+02   4.725747028585E+01   5.891100E+01         NGC 4258
       358324  0400560301   1.847682498126E+02   4.724830855217E+01   8.578390E+01         NGC 4258
         4392  0059140901   1.847698574147E+02   4.726774183762E+01   9.578100E+01         NGC 4258
         4392  0059140201   1.847700366032E+02   4.726751894635E+01   1.047010E+02         NGC 4258
       358360  0059140401   1.848001007951E+02   4.723253578266E+01   7.859480E+01         NGC 4258
       358367  0400560301   1.848048500667E+02   4.723635492322E+01   8.313050E+01         NGC 4258
        41213  0056340101   1.848199234701E+02   5.830743907669E+00   8.300200E+01         NGC 4261
       358247  0400560301   1.848229881039E+02   4.729261526658E+01   7.544040E+01         NGC 4258
       358229  0056340101   1.848370190975E+02   5.851387546078E+00   3.401760E+02         NGC 4261
        34990  0056340101   1.848525898318E+02   5.851534548614E+00   1.187020E+02         NGC 4261
        20396  0400560301   1.848575797652E+02   4.727524976145E+01   3.825380E+02         NGC 4258
        20396  0059140901   1.848573956780E+02   4.727553621653E+01   4.378030E+01         NGC 4258
        11109  0400560301   1.848585521918E+02   4.726433185061E+01   1.354670E+02         NGC 4258
        11109  0110920101   1.848584794136E+02   4.726436313869E+01   7.701490E+01         NGC 4258
        11109  0059140901   1.848585347910E+02   4.726448664192E+01   6.409190E+01         NGC 4258
        11109  0059140101   1.848583813475E+02   4.726424813037E+01   3.999130E+01         NGC 4258
       359243  0205010101   1.850926282888E+02   2.930389947588E+01   5.139050E+01         NGC 4283
       359377  0205360101   1.853220922894E+02   4.604373485319E+00   6.996350E+01         NGC 4292
       358966  0306060101   1.854002103613E+02   1.459571899119E+01   1.449250E+03         NGC 4298
       358809  0306060101   1.854234086029E+02   1.459389578983E+01   3.391380E+02         NGC 4302
       358828  0306060101   1.854259917309E+02   1.458782738527E+01   8.036360E+01         NGC 4302
       358805  0205360101   1.854443504007E+02   4.499675656779E+00   1.149740E+02         NGC 4303
       358834  0205360101   1.854649228623E+02   4.518758263164E+00   5.906130E+01         NGC 4303
       359079  0205360101   1.854926108586E+02   4.515454740885E+00   6.069690E+01         NGC 4303
       359153  0205360101   1.855051820255E+02   4.493847419400E+00   3.348460E+02         NGC 4303
        19949  0104860501   1.855177735371E+02   2.818637678435E+01   1.415360E+02          IC 3212
        19949  0502211301   1.855181298326E+02   2.818605763660E+01   4.784560E+01          IC 3212
        19949  0502211401   1.855180802385E+02   2.818599172708E+01   2.762620E+01          IC 3212
       356895  0106860201   1.856855249166E+02   1.582457822742E+01   1.613610E+02         NGC 4321
       356867  0106860201   1.856923353473E+02   1.581382289815E+01   2.092460E+02         NGC 4321
       356878  0106860201   1.857028180474E+02   1.583655942890E+01   9.241350E+01         NGC 4321
       356874  0106860201   1.857047816923E+02   1.580834963617E+01   1.488920E+02         NGC 4321
       356931  0106860201   1.857096728923E+02   1.580483427146E+01   1.538210E+02         NGC 4321
       356934  0106860201   1.857118057656E+02   1.584506368791E+01   1.160700E+02         NGC 4321
       356951  0106860201   1.857164902257E+02   1.578744466345E+01   8.566020E+01         NGC 4321
       357186  0106860201   1.857541071438E+02   1.577720470852E+01   6.057000E+01         NGC 4321
