@wdata.pco
!
2 90.65599
2.2666667 90.611145
2.5333333 90.55414
2.8 90.68154
3.0666666 90.619965
3.3333333 87.25903
3.6 89.62454
3.8666666 90.22932
4.133333 90.863495
4.4 89.85749
4.6666665 91.313774
4.9333334 90.76467
5.2 90.20629
5.4666667 90.568756
5.733333 90.56808
6 89.54511
6.266667 90.62835
6.5333333 90.33822
6.8 90.57269
7.0666666 90.56645
7.3333335 88.25031
7.6 87.300766
7.866667 89.63872
8.133333 89.690575
8.4 89.690575
8.666667 89.690575
8.933333 89.690575
9.2 89.690575
9.466666 89.690575
9.733334 89.690575
10 89.690575
