@wdata.pco
!
2 49.63394
2.2666667 49.613747
2.5333333 49.414043
2.8 49.688904
3.0666666 49.61462
3.3333333 49.61345
3.6 49.59459
3.8666666 46.503395
4.133333 50.071342
4.4 48.011826
4.6666665 49.68661
4.9333334 49.618088
5.2 49.616905
5.4666667 49.616028
5.733333 49.609417
6 49.15447
6.266667 49.513733
6.5333333 49.605747
6.8 48.99999
7.0666666 48.019344
7.3333335 49.733162
7.6 49.626484
7.866667 47.943474
8.133333 47.93557
8.4 47.93557
8.666667 47.93557
8.933333 47.93557
9.2 47.93557
9.466666 47.93557
9.733334 47.93557
10 47.93557
