@wdata.pco
!
2 99.05342
2.2666667 97.22922
2.5333333 99.64894
2.8 98.51756
3.0666666 97.45758
3.3333333 98.588905
3.6 98.57417
3.8666666 98.572365
4.133333 98.56996
4.4 98.57002
4.6666665 98.31391
4.9333334 96.34646
5.2 98.571724
5.4666667 98.555954
5.733333 98.55622
6 96.80273
6.266667 97.77173
6.5333333 98.61334
6.8 98.60856
7.0666666 98.53337
7.3333335 98.376755
7.6 98.58921
7.866667 98.53902
8.133333 98.50654
8.4 98.50654
8.666667 98.50654
8.933333 98.50654
9.2 98.50654
9.466666 98.50654
9.733334 98.50654
10 98.50654
