READ SERR 1 2
@wdata.pco
!
2.00378 0.0024899244 0.25151578 1
2.008755 0.0024850368 0.42472678 1
2.013725 0.0024850368 -0.54246044 1
2.0187001 0.0024899244 -1.6730208 1
2.023675 0.0024850368 0.37844464 1
2.02865 0.0024900436 -1.0051664 1
2.0336251 0.0024849176 -0.53296024 1
2.0386 0.0024900436 0.97911745 1
2.04358 0.0024899244 1.2343378 1
2.048555 0.0024850368 1.8258029 1
2.05353 0.0024900436 -0.95084625 1
2.05851 0.0024900436 1.8034254 1
2.06349 0.0024899244 0.5248342 1
2.06847 0.0024900436 1.035537 1
2.07345 0.0024899244 -0.21601214 1
2.07843 0.0024900436 -1.1658427 1
2.0834098 0.0024899244 -0.73577785 1
2.0883899 0.0024900436 0.38271835 1
2.09337 0.0024900436 -0.3172608 1
2.09835 0.0024900436 0.21759193 1
2.1033301 0.0024900436 1.4864587 1
2.1083102 0.0024899244 1.0072641 1
2.11329 0.0024900436 -0.08550939 1
2.1182752 0.0024949312 -1.6997098 1
2.12326 0.0024900436 -0.75130296 1
2.12824 0.0024899244 0.5179999 1
2.13322 0.0024900436 0.7580114 1
2.138205 0.0024949312 2.2203038 1
2.14319 0.0024900436 -0.99127716 1
2.1481748 0.0024949312 -0.8084578 1
2.1531599 0.0024900436 0.004027154 1
2.158145 0.0024950504 -0.3962115 1
2.16313 0.0024900436 -0.27385795 1
2.1681151 0.0024950504 -1.4086059 1
2.1731 0.0024899244 -1.0463731 1
2.178085 0.0024950504 0.7431004 1
2.183075 0.0024949312 1.7026207 1
2.18806 0.0024900436 0.9527103 1
2.1930451 0.0024949312 0.95239145 1
2.198035 0.0024950504 -1.3737288 1
2.2030249 0.0024949312 0.9079412 1
2.20801 0.0024900436 2.07368 1
2.212995 0.0024950504 -0.19834656 1
2.2179852 0.0024949312 -0.78679657 1
2.222975 0.0024950504 0.76015913 1
2.2279649 0.0024949312 1.3038476 1
2.2354498 0.0049899817 -0.45013794 1
2.24543 0.0049899817 0.5894179 1
2.252915 0.0024950504 -0.06466944 1
2.2603998 0.0049899817 -1.5440471 1
2.2678847 0.0024949312 0.18684733 1
2.2728748 0.0024951696 1.0069933 1
2.2803602 0.0049899817 -0.6815278 1
2.29034 0.0049899817 -0.3546624 1
2.300325 0.0049949884 0.16453724 1
2.31031 0.0049899817 0.21656649 1
2.317795 0.0024950504 0.7724062 1
2.325285 0.0049949884 -0.16281213 1
2.3352752 0.0049949884 0.35428172 1
2.3427649 0.0024949312 0.8066362 1
2.347755 0.0024950504 1.0951649 1
2.355245 0.0049949884 -0.13072038 1
2.3652349 0.0049949884 0.2879914 1
2.375225 0.0049949884 1.416339 1
2.3852148 0.0049949884 -0.38061786 1
2.3951998 0.0049899817 0.56577045 1
2.4051847 0.0049949884 0.81482565 1
2.415175 0.0049949884 -2.228741 1
2.42517 0.004999995 0.5841182 1
2.435165 0.0049949884 0.039682448 1
2.445155 0.0049951077 0.8063777 1
2.455145 0.0049949884 -1.0606494 1
2.467635 0.0074949265 -1.7242582 1
2.480125 0.0049951077 -0.72938085 1
2.49012 0.004999995 0.6541049 1
2.500115 0.0049949884 0.7286981 1
2.5101051 0.0049949884 0.87835896 1
2.5201 0.004999995 -0.66007113 1
2.5276 0.0025000572 1.3460295 1
2.5350952 0.0049949884 -0.29435447 1
2.5450902 0.004999995 -0.7030987 1
2.5550852 0.0049949884 0.43698332 1
2.5650802 0.004999995 0.6047662 1
2.5750751 0.0049949884 1.0597984 1
2.5850701 0.004999995 0.2299016 1
2.59507 0.004999995 0.6747787 1
2.6050649 0.0049949884 0.353915 1
2.61256 0.0025000572 1.5057743 1
2.62006 0.004999995 -1.3737066 1
2.630055 0.0049949884 0.043718558 1
2.64005 0.004999995 1.1696041 1
2.6500502 0.004999995 0.88509643 1
2.6600451 0.0049949884 0.02261219 1
2.6700401 0.004999995 -0.6986151 1
2.68254 0.0075000525 -1.2609093 1
2.69754 0.0074999332 -2.7169857 1
2.7100348 0.0049949884 -0.56246483 1
2.7200298 0.004999995 -0.5347697 1
2.73003 0.004999995 -0.3579253 1
2.7400298 0.004999995 0.3077108 1
2.7525249 0.0074950457 -0.17265216 1
2.76502 0.004999995 -0.25035065 1
2.7775202 0.0075000525 -2.498061 1
2.79252 0.0074999332 -0.59827137 1
2.8050199 0.004999995 1.2735239 1
2.8175201 0.0075000525 -0.043878205 1
2.83002 0.004999995 2.009835 1
2.840015 0.0049949884 0.6561851 1
2.85251 0.0074999332 0.4112663 1
2.8650098 0.004999995 0.3721482 1
2.87501 0.0050001144 0.6273279 1
2.88751 0.0074999332 -0.23577483 1
2.9025102 0.0075000525 -2.1120427 1
2.91751 0.0074999332 -0.9537665 1
2.93251 0.0075000525 -1.2165049 1
2.94751 0.0074999332 -0.9441753 1
2.96001 0.004999995 0.61083215 1
2.9700098 0.004999995 1.4225457 1
2.98251 0.0075000525 -0.081890315 1
2.99501 0.004999995 0.27917042 1
3.007505 0.0074950457 0.8936436 1
3.0225 0.0074999332 0.14252524 1
3.0349998 0.004999995 0.38392064 1
3.045 0.004999995 0.9344856 1
3.0549998 0.004999995 0.40109852 1
3.0675 0.0075000525 -1.5258502 1
3.0825 0.0074999332 0.6828551 1
3.0949998 0.004999995 1.2152643 1
3.105 0.004999995 1.8256655 1
3.1174998 0.0075000525 0.089996606 1
3.1325002 0.0075000525 0.57883275 1
3.1475 0.0074999332 0.43768087 1
3.1625 0.0075000525 -0.4088137 1
3.1825 0.0124999285 -1.1921055 1
3.1999998 0.004999995 0.96639264 1
3.2125 0.0075000525 0.23216085 1
3.23 0.00999999 -0.78620946 1
3.2475 0.0075000525 -0.045357957 1
3.2625 0.0074999332 0.3491515 1
3.2775002 0.0075000525 0.8408088 1
3.2925 0.0074999332 -0.30316123 1
3.3075 0.0075000525 0.5107743 1
3.3200002 0.004999995 1.3653722 1
3.3325 0.0074999332 -0.065540574 1
3.3449998 0.004999995 1.4085902 1
3.3575 0.0075000525 0.6700545 1
3.3725 0.0075000525 -0.07742051 1
3.3875 0.0074999332 0.9760735 1
3.405 0.00999999 0.24939036 1
3.4225001 0.0075000525 0.06520221 1
3.4375 0.0074999332 0.89363116 1
3.455 0.00999999 0.2790814 1
3.4724998 0.0075000525 0.28130087 1
3.49 0.00999999 0.7719243 1
3.51 0.00999999 0.17804034 1
3.5275002 0.0075000525 1.0119567 1
3.5425 0.0074999332 0.45462346 1
3.56 0.00999999 0.21844748 1
3.58 0.00999999 -0.84888196 1
3.6 0.00999999 0.695029 1
3.62 0.01000011 -0.10575761 1
3.64 0.00999999 -0.6254552 1
3.6625 0.0124999285 -0.35427558 1
3.685 0.00999999 -0.04847312 1
3.7024999 0.0075000525 1.5315377 1
3.72 0.00999999 -0.11617288 1
3.74 0.00999999 0.7617051 1
3.76 0.00999999 -0.05086349 1
3.78 0.00999999 0.49484268 1
3.8 0.00999999 1.1334785 1
3.82 0.00999999 -0.013319604 1
3.8425 0.012500048 -0.8069062 1
3.865 0.00999999 0.3476141 1
3.885 0.00999999 0.9479752 1
3.905 0.00999999 0.17177522 1
3.9275 0.012500048 -0.61519724 1
3.9524999 0.0124999285 -0.2821139 1
3.975 0.00999999 1.180995 1
3.995 0.01000011 0.4071778 1
4.0150003 0.00999999 1.3139347 1
4.0375004 0.012500048 -0.38508463 1
4.065 0.0149998665 0.059184134 1
4.0950003 0.015000105 -0.44627178 1
4.125 0.0149998665 0.3495908 1
4.1549997 0.015000105 -0.21409068 1
4.1825 0.012500048 0.5728101 1
4.205 0.00999999 1.307719 1
4.23 0.0149998665 0.116372705 1
4.26 0.015000105 0.06437679 1
4.29 0.0149998665 -0.18604057 1
4.325 0.01999998 -0.45742032 1
4.3599997 0.015000105 -0.08555448 1
4.3900003 0.015000105 1.2107255 1
4.425 0.01999998 -0.17311595 1
4.46 0.0149998665 0.07986403 1
4.4975 0.022500038 -2.2809038 1
4.535 0.015000105 0.19714741 1
4.565 0.0149998665 0.014175915 1
4.5950003 0.015000105 0.5753744 1
4.63 0.01999998 -0.7340943 1
4.6675 0.017499924 -0.32775488 1
4.7 0.015000105 0.52896065 1
4.7275 0.012499809 1.6309261 1
4.7574997 0.017500162 0.30108753 1
4.79 0.0149998665 0.58505756 1
4.8149996 0.00999999 1.9399375 1
4.845 0.01999998 -0.054976527 1
4.8824997 0.017500162 1.0622796 1
4.9300003 0.029999971 -2.7703786 1
4.985 0.025000095 -1.3772659 1
5.025 0.0149998665 1.4469178 1
5.06 0.01999998 0.663557 1
5.1125 0.03250003 -2.035746 1
5.1724997 0.027499914 -1.1068552 1
5.225 0.025000095 -0.27466142 1
5.2650003 0.015000105 1.6752908 1
5.3125 0.03249979 -1.1645935 1
5.3675 0.022500038 0.0841989 1
5.415 0.025000095 -0.20476906 1
5.4575 0.017499924 0.9697126 1
5.4925003 0.017500162 1.3033453 1
5.525 0.0149998665 1.9074014 1
5.5699997 0.029999971 -0.8128369 1
5.6425 0.04250002 -1.9433674 1
5.7225 0.037500143 -0.7133284 1
5.8 0.03999996 -0.63897264 1
5.8725004 0.03250003 0.12648562 1
5.9525003 0.047499895 -1.913649 1
6.02 0.01999998 1.6365393 1
6.0699997 0.029999971 0.6672113 1
6.13 0.029999971 0.8461733 1
6.1949997 0.035000086 0.40806252 1
6.2675 0.037499905 0.17453945 1
6.3325 0.027500153 1.4240336 1
6.4025 0.04250002 -0.066266626 1
6.4700003 0.024999857 2.135201 1
6.535 0.03999996 0.6256996 1
6.6225 0.047500134 -0.031080628 1
6.7075 0.037499905 1.143254 1
6.7875 0.04250002 1.126122 1
6.88 0.049999952 0.36544552 1
6.9700003 0.0400002 1.236647 1
7.0550003 0.044999838 1.119449 1
7.1549997 0.055000067 0.8542886 1
7.34 0.12999988 0.24513434 1
7.6274996 0.15750003 0.25524482 1
8.715 0.9300003 -0.7950333 1
9.752501 0.1074996 1.3472186 1
