@wdata.pco
!
2 552.10693
2.2666667 552.19714
2.5333333 552.2975
2.8 552.2823
3.0666666 552.2774
3.3333333 552.2727
3.6 552.2136
3.8666666 550.9097
4.133333 548.67035
4.4 550.71606
4.6666665 553.0415
4.9333334 552.3543
5.2 552.26074
5.4666667 552.25916
5.733333 552.2571
6 552.255
6.266667 552.25336
6.5333333 552.2514
6.8 552.0653
7.0666666 551.3831
7.3333335 551.1936
7.6 551.2349
7.866667 551.91327
8.133333 552.20026
8.4 552.20026
8.666667 552.20026
8.933333 552.20026
9.2 552.20026
9.466666 552.20026
9.733334 552.20026
10 552.20026
