@wdata.pco
!
2 60.716442
2.2666667 60.671555
2.5333333 60.555096
2.8 60.894524
3.0666666 60.586227
3.3333333 60.441166
3.6 60.69393
3.8666666 60.565025
4.133333 59.466312
4.4 60.731667
4.6666665 60.664165
4.9333334 60.6774
5.2 60.6658
5.4666667 60.4674
5.733333 60.68307
6 60.67581
6.266667 60.675163
6.5333333 60.664978
6.8 60.665318
7.0666666 60.24055
7.3333335 57.012573
7.6 56.610767
7.866667 57.010418
8.133333 57.592945
8.4 57.592945
8.666667 57.592945
8.933333 57.592945
9.2 57.592945
9.466666 57.592945
9.733334 57.592945
10 57.592945
