@wdata.pco
!
2 325.41504
2.2666667 326.2227
2.5333333 322.77237
2.8 323.27267
3.0666666 323.70126
3.3333333 325.3039
3.6 326.29214
3.8666666 325.94705
4.133333 325.8856
4.4 325.89316
4.6666665 325.86972
4.9333334 325.86545
5.2 325.8642
5.4666667 324.6295
5.733333 325.97876
6 325.91098
6.266667 325.90625
6.5333333 325.90527
6.8 325.88644
7.0666666 325.8808
7.3333335 325.6798
7.6 325.24326
7.866667 324.9486
8.133333 324.684
8.4 324.68073
8.666667 324.68048
8.933333 324.6803
9.2 324.6801
9.466666 324.67993
9.733334 324.67975
10 324.6796
