READ SERR 1 2
@wdata.pco
!
2.00378 0.0024899244 0.5379414 1
2.008755 0.0024850368 -2.230488 1
2.013725 0.0024850368 1.0493273 1
2.0187001 0.0024899244 -0.029230557 1
2.023675 0.0024850368 0.43131837 1
2.02865 0.0024900436 0.26671776 1
2.0336251 0.0024849176 0.40257463 1
2.0386 0.0024900436 0.40892944 1
2.04358 0.0024899244 0.7074643 1
2.048555 0.0024850368 0.6188432 1
2.05353 0.0024900436 -1.2158536 1
2.05851 0.0024900436 -2.2246764 1
2.06349 0.0024899244 -0.12591806 1
2.06847 0.0024900436 0.0897486 1
2.07345 0.0024899244 -1.6516144 1
2.07843 0.0024900436 1.495067 1
2.0834098 0.0024899244 0.65157884 1
2.0883899 0.0024900436 -2.1553943 1
2.09337 0.0024900436 -1.4745268 1
2.09835 0.0024900436 2.1104832 1
2.1033301 0.0024900436 1.1072279 1
2.1083102 0.0024899244 0.28276855 1
2.11329 0.0024900436 0.5562915 1
2.1182752 0.0024949312 1.3350044 1
2.12326 0.0024900436 1.0674986 1
2.12824 0.0024899244 -0.41845408 1
2.13322 0.0024900436 0.19002244 1
2.138205 0.0024949312 0.8190116 1
2.14319 0.0024900436 -0.36409625 1
2.1481748 0.0024949312 0.029617444 1
2.1531599 0.0024900436 0.60904926 1
2.158145 0.0024950504 1.9567184 1
2.16313 0.0024900436 0.3089631 1
2.1681151 0.0024950504 0.5686089 1
2.1731 0.0024899244 -0.04896397 1
2.178085 0.0024950504 1.2781622 1
2.183075 0.0024949312 -0.5356669 1
2.18806 0.0024900436 -0.6205378 1
2.1930451 0.0024949312 1.045531 1
2.198035 0.0024950504 0.22125511 1
2.2030249 0.0024949312 -0.2638855 1
2.20801 0.0024900436 0.23584065 1
2.212995 0.0024950504 1.9012437 1
2.2179852 0.0024949312 2.2127864 1
2.222975 0.0024950504 -0.37793407 1
2.2279649 0.0024949312 1.1221838 1
2.232955 0.0024950504 -0.4433663 1
2.237945 0.0024949312 -0.30244464 1
2.242935 0.0024950504 0.70059526 1
2.2479248 0.0024949312 1.2122521 1
2.252915 0.0024950504 -0.22909285 1
2.257905 0.0024949312 1.5995587 1
2.2628949 0.0024950504 0.76055944 1
2.27038 0.004990101 -0.5937102 1
2.2778652 0.0024950504 0.03852935 1
2.282855 0.0024949312 1.0614964 1
2.2878451 0.0024950504 0.7623946 1
2.2928352 0.0024949312 1.2435249 1
2.300325 0.0049949884 -0.21922037 1
2.307815 0.0024950504 -0.26249817 1
2.3128052 0.0024949312 0.18945135 1
2.317795 0.0024950504 0.5262834 1
2.3227901 0.002499938 -0.11284649 1
2.327785 0.0024950504 -0.05012372 1
2.332775 0.0024949312 0.069344506 1
2.33777 0.0025000572 0.03632729 1
2.3452601 0.0049899817 -0.4483553 1
2.355245 0.0049949884 0.05638663 1
2.3652349 0.0049949884 0.20609304 1
2.375225 0.0049949884 -0.516857 1
2.382715 0.0024950504 0.86789143 1
2.390205 0.0049949884 -0.76242834 1
2.397695 0.0024949312 0.833037 1
2.4051847 0.0049949884 -2.852291 1
2.415175 0.0049949884 -0.7557228 1
2.42517 0.004999995 -1.4703748 1
2.4326649 0.0024950504 0.5150055 1
2.440155 0.0049949884 0.09089065 1
2.44765 0.0025000572 1.880749 1
2.4526448 0.0024949312 0.51114726 1
2.4601398 0.004999995 -1.143954 1
2.467635 0.0024950504 0.49902546 1
2.47263 0.002499938 0.5858722 1
2.480125 0.0049951077 0.55192715 1
2.49012 0.004999995 -1.2600875 1
2.500115 0.0049949884 0.71772337 1
2.5101051 0.0049949884 -3.3194344 1
2.5201 0.004999995 -0.005881164 1
2.5276 0.0025000572 1.050355 1
2.5325952 0.0024949312 0.5207205 1
2.54009 0.0050001144 -0.99902594 1
2.550085 0.0049949884 -0.70595765 1
2.56008 0.004999995 0.19313546 1
2.570075 0.0049949884 -0.19292578 1
2.58007 0.004999995 -0.82385063 1
2.5900702 0.004999995 -0.7185565 1
2.59757 0.002499938 0.91422105 1
2.602565 0.0024950504 1.030764 1
2.6100602 0.004999995 -0.670685 1
2.62006 0.004999995 0.54652005 1
2.627555 0.0024949312 2.0048585 1
2.63255 0.0025000572 0.78718114 1
2.6375499 0.002499938 0.91666114 1
2.64505 0.0050001144 -0.18711622 1
2.6550503 0.004999995 0.31965762 1
2.6625452 0.0024949312 1.7684226 1
2.6700401 0.004999995 0.29671645 1
2.68004 0.004999995 0.22596982 1
2.69004 0.004999995 0.89164424 1
2.7000399 0.004999995 0.48430803 1
2.7100348 0.0049949884 -1.1075045 1
2.7200298 0.004999995 0.19681838 1
2.73003 0.004999995 0.8226254 1
2.7400298 0.004999995 -0.53375506 1
2.75003 0.004999995 -0.46759742 1
2.760025 0.0049951077 0.55101883 1
2.77002 0.004999995 -0.1599627 1
2.7775202 0.002499938 2.168671 1
2.78752 0.0075000525 -3.7503161 1
2.8000202 0.004999995 0.62743896 1
2.81002 0.004999995 0.11374322 1
2.8200202 0.004999995 -0.2566128 1
2.83002 0.004999995 0.8066247 1
2.840015 0.0049949884 -1.4126016 1
2.85001 0.004999995 -0.34935984 1
2.8600101 0.004999995 -0.2903007 1
2.87251 0.0075000525 -0.89540064 1
2.8850102 0.004999995 -0.5567889 1
2.89251 0.002499938 1.9030707 1
2.90001 0.004999995 1.0559118 1
2.90751 0.0025000572 2.1474416 1
2.91501 0.004999995 0.09020691 1
2.9250102 0.004999995 0.10677806 1
2.93501 0.004999995 0.31329742 1
2.9450102 0.004999995 0.8834915 1
2.95501 0.004999995 1.709943 1
2.9650102 0.004999995 1.1147441 1
2.97501 0.004999995 0.59927875 1
2.9850101 0.004999995 -0.64947045 1
2.99501 0.004999995 -0.7502286 1
3.0050101 0.004999995 0.5477046 1
3.015005 0.0049949884 0.14304283 1
3.03 0.00999999 -3.3675442 1
3.045 0.004999995 0.4309697 1
3.0549998 0.004999995 1.7539321 1
3.065 0.004999995 0.7317929 1
3.0749998 0.004999995 -0.25704956 1
3.085 0.004999995 -0.6083198 1
3.0974998 0.0075000525 -1.8725296 1
3.1125 0.0074999332 0.5310716 1
3.1275 0.0075000525 -0.7084138 1
3.1399999 0.004999995 0.05903899 1
3.15 0.004999995 0.3331244 1
3.1599998 0.004999995 -0.3700768 1
3.17 0.004999995 0.8622393 1
3.1799998 0.004999995 0.5932321 1
3.19 0.004999995 -0.18862961 1
3.1999998 0.004999995 0.04431845 1
3.21 0.004999995 1.5774298 1
3.2199998 0.004999995 0.82672447 1
3.23 0.004999995 1.2628958 1
3.2424998 0.0075000525 -0.5894824 1
3.255 0.004999995 0.6672037 1
3.2649999 0.004999995 1.8991556 1
3.2775002 0.0075000525 -1.4890171 1
3.2925 0.0074999332 -1.2883865 1
3.3049998 0.004999995 0.24457645 1
3.315 0.004999995 0.31536016 1
3.3274999 0.0075000525 -0.094229996 1
3.345 0.00999999 -1.6539831 1
3.3625 0.0074999332 0.30544403 1
3.3775 0.0075000525 -0.8041987 1
3.3899999 0.004999995 2.4309535 1
3.4 0.004999995 0.4669873 1
3.4125 0.0075000525 0.049161933 1
3.4275 0.0074999332 -0.7844418 1
3.4425 0.0075000525 0.76992285 1
3.455 0.004999995 0.68278223 1
3.4675 0.0074999332 0.33620152 1
3.4825 0.0075000525 0.33775368 1
3.495 0.004999995 0.8024284 1
3.505 0.004999995 1.3559017 1
3.5175 0.0075000525 -0.9696304 1
3.5325 0.0074999332 -0.07483088 1
3.5475001 0.0075000525 0.598669 1
3.5625 0.0074999332 0.34344336 1
3.5774999 0.0075000525 -0.3769956 1
3.5900002 0.004999995 1.125172 1
3.6025 0.0074999332 0.15788472 1
3.6174998 0.0075000525 -0.20240402 1
3.6325002 0.0075000525 -0.7542963 1
3.6475 0.0074999332 -0.1677675 1
3.6625 0.0075000525 0.5603595 1
3.6775 0.0074999332 0.55050635 1
3.695 0.00999999 -1.5872535 1
3.7125 0.0075000525 0.27173963 1
3.7275 0.0074999332 -0.09221307 1
3.745 0.01000011 -0.3328543 1
3.7625 0.0074999332 0.78528225 1
3.7775002 0.0075000525 -0.025604425 1
3.7925 0.0074999332 1.4995964 1
3.8075 0.0075000525 0.83120096 1
3.8225 0.0074999332 1.2850759 1
3.835 0.004999995 1.8616626 1
3.85 0.00999999 -0.5250994 1
3.8674998 0.0075000525 0.59403837 1
3.885 0.00999999 -0.8879385 1
3.9025002 0.0075000525 0.24498038 1
3.92 0.00999999 0.88277805 1
3.9475 0.017499924 -2.1584074 1
3.975 0.00999999 -0.21898127 1
3.9924998 0.0075000525 1.1605592 1
4.01 0.00999999 -0.50158757 1
4.0275 0.0074999332 0.92427754 1
4.0425 0.0075001717 0.48787996 1
4.0575 0.0074999332 1.0599165 1
4.0725 0.0074999332 1.7907144 1
4.09 0.00999999 -0.22621386 1
4.1075 0.0074999332 1.0810813 1
4.125 0.010000229 0.5439033 1
4.1475 0.012499809 -1.8889933 1
4.1675 0.0075001717 0.7637847 1
4.1875 0.012499809 -0.7677435 1
4.2075 0.0075001717 0.84791434 1
4.2275 0.012499809 -1.2005745 1
4.2475 0.0075001717 1.3263602 1
4.27 0.0149998665 -1.3836852 1
4.2974997 0.012500048 -0.692682 1
4.3199997 0.00999999 0.22919849 1
4.34 0.00999999 0.6447076 1
4.3599997 0.00999999 0.70701313 1
4.38 0.00999999 1.6519884 1
4.4049997 0.015000105 -0.19673826 1
4.4325 0.012500048 -0.4320358 1
4.4575 0.012499809 -0.07260589 1
4.4849997 0.015000105 -0.6955019 1
4.5125 0.012500048 0.6431098 1
4.5299997 0.004999876 2.3469608 1
4.5474997 0.012500048 0.29581714 1
4.5725 0.012500048 -0.17111528 1
4.5975 0.012500048 0.59001106 1
4.6225004 0.012500048 0.2668696 1
4.6450005 0.00999999 0.8374914 1
4.67 0.0149998665 0.29190975 1
4.6925 0.0074999332 1.9737883 1
4.715 0.015000105 -0.5191444 1
4.745 0.015000105 -0.66738653 1
4.7725 0.012499809 0.52623254 1
4.8 0.015000105 0.48854512 1
4.8325 0.017499924 -0.09965648 1
4.865 0.015000105 -0.41555625 1
4.8925 0.012500048 0.5983446 1
4.9175 0.012499809 1.0704696 1
4.9425 0.012500048 0.9598237 1
4.9725 0.017499924 -0.34599867 1
5 0.010000229 1.3526843 1
5.035 0.024999857 -2.579064 1
5.0725 0.012500048 1.2084504 1
5.1 0.0149998665 0.5949421 1
5.135 0.02000022 -0.57621145 1
5.165 0.00999999 2.3404515 1
5.19 0.0149998665 1.1441513 1
5.2325 0.027500153 -1.646107 1
5.275 0.0149998665 0.8484887 1
5.3050003 0.015000105 0.64674574 1
5.3450003 0.024999857 -1.4696925 1
5.39 0.01999998 0.5308984 1
5.4375 0.027500153 -1.5775168 1
5.48 0.0149998665 1.1142719 1
5.515 0.01999998 0.011552682 1
5.5625 0.027500153 -1.337042 1
5.61 0.01999998 0.18215898 1
5.645 0.0149998665 1.409578 1
5.68 0.01999998 0.85925764 1
5.7174997 0.017500162 0.9675913 1
5.75 0.0149998665 1.4498076 1
5.785 0.01999998 0.6671678 1
5.835 0.029999971 -0.8682179 1
5.895 0.03000021 -1.1035479 1
5.9425 0.017499924 1.2038335 1
5.985 0.025000095 0.22536202 1
6.035 0.024999857 0.10416254 1
6.08 0.01999998 1.0000609 1
6.13 0.029999971 0.114826836 1
6.185 0.025000095 0.48343435 1
6.2325 0.022500038 0.9373759 1
6.285 0.029999971 0.45095327 1
6.3325 0.017499924 1.7158364 1
6.3824997 0.03250003 0.11450727 1
6.4375 0.022500038 1.6605871 1
6.495 0.035000086 0.17438757 1
6.55 0.01999998 1.6451143 1
6.6025 0.03250003 0.42541757 1
6.6725 0.037499905 -0.0072423294 1
6.755 0.045000076 -0.41258788 1
