@wdata.pco
!
2 47.849293
2.2666667 47.69607
2.5333333 47.770206
2.8 47.647892
3.0666666 47.352978
3.3333333 46.938805
3.6 44.395275
3.8666666 47.340454
4.133333 47.279446
4.4 47.27828
4.6666665 47.277668
4.9333334 47.27723
5.2 44.401234
5.4666667 47.418957
5.733333 47.01193
6 47.339207
6.266667 47.368137
6.5333333 47.28031
6.8 47.27992
7.0666666 47.2797
7.3333335 47.27932
7.6 47.279053
7.866667 47.278786
8.133333 47.278736
8.4 47.278614
8.666667 47.27845
8.933333 47.27829
9.2 47.278133
9.466666 47.27798
9.733334 47.277832
10 47.27769
